node,throughput_mean,residual_mean,residual_q2.5,residual_q97.5,residual_pct_mean,residual_pct_q2.5,residual_pct_q97.5,imbalance_pct_mean,imbalance_pct_median,n_inflows,n_outflows
3,3430.9909069609503,3.3478253311493096,-64.93860875074843,67.15341990022539,0.09909436605670477,-1.8793235765377911,1.9602727157849182,0.7977520448566474,0.6904421989270462,2,3
5,3244.567615207012,3.0222080565344127,-61.288539102751486,67.61877729563031,0.09410105505853526,-1.8850068076634208,2.1074587317129385,0.816021217886204,0.7037540352663716,1,4
6,1826.7494635255405,0.9547363421549568,-36.30238905633426,37.77758075054516,0.05121726347352705,-2.045938752389079,2.0687962162322235,0.8302431837911886,0.7022289098005056,2,3
8,8705.956164870102,-15.833472277282443,-175.62707992245078,137.0744199798017,-0.17827208526970945,-2.0112204831217317,1.6005077366331575,0.7373998800456408,0.6225379670383124,8,2
9,2453.361413550937,-3.962957939914122,-53.019439954844906,44.342089877270595,-0.15768557823053872,-2.1445825668373435,1.8246773886197911,0.8217624766812893,0.6879602606568378,8,2
18,5776.090437327407,1.719334418085849,-110.89867787868992,121.69432622958394,0.02516077053043041,-1.9174292157022876,2.096356596219856,0.8218304768475123,0.6889768497770751,9,3
19,1846.5720614695538,-0.028981913941604206,-32.91618358872681,30.15050859907496,0.0036372754143395706,-1.714028054151436,1.653369805309491,0.689279364721184,0.578999011551429,1,2
20,2387.4025956476426,-0.9875848752952776,-40.747495775351034,37.719458652521325,-0.03827374397787537,-1.772243778318419,1.6857163109269597,0.6939145258269833,0.5722924080912335,4,2
21,2323.382818207662,-1.7583146245534829,-41.31665405148468,38.14913422455379,-0.06975746286392338,-1.7926860112914698,1.7673813581043352,0.7168881436662667,0.5915188382858649,1,2
22,856.4899720595545,0.10711316331734277,-17.35277298665587,19.891609810295154,0.020339327587910138,-2.0805136313806383,2.377524466169585,0.8951001728009329,0.753898975453527,3,2
23,819.1016414053811,-0.6611408404880188,-18.6596094015834,16.772301550082304,-0.07674012506550644,-2.316240878201999,2.0956066466483603,0.8939441799960602,0.7411502638624389,1,2
24,8579.140529229408,-13.025739663002954,-168.0062848820318,135.8756555881579,-0.1478476577591531,-1.9217775662807788,1.631577055612405,0.7376963589761419,0.6345746640592667,1,9
25,2376.7692220834106,-1.7685234634163107,-48.57970437670859,44.14965982206493,-0.0724747257892442,-2.030685027114558,1.8510961019429288,0.7917354412012062,0.6486418025414358,1,9
26,125.52342915959292,0.019167626559998197,-2.492768686724694,2.4855603468817833,0.01497187719376919,-2.224372915708624,2.3288111459957164,0.8789187761427261,0.6821246241390926,1,1
27,1171.3204460846637,-0.5270638696455814,-21.80390730344481,20.922836482187638,-0.04168162907700257,-1.829501425867831,1.7737608710699155,0.7421889336348486,0.6310460249778254,1,1
28,6.032078235013996,-0.0015844276174036332,-0.1155482313802857,0.11619335312234677,-0.02809767576202161,-2.2639756740265384,2.2142950099140113,0.864692614100189,0.6866423976106715,1,2
29,506.5035799078162,0.169514260682611,-10.72293815726366,10.745033532122383,0.03982021330943589,-2.0980337330828305,2.1449597451781584,0.8819141173202144,0.7449224683472799,1,2
