flow_idx,flow_label,source,value,coverage,frequency,spatial,sigma,relative_sigma
86,2xxx -> extrusion,USGS value 1,108.0,1.0,1.0,3.0,32.4,0.3
87,2xxx -> drawing,USGS value 1,3.0,1.0,1.0,3.0,0.8999999999999999,0.3
88,2xxx -> other_milling_processes,USGS value 1,6.0,1.0,1.0,3.0,1.7999999999999998,0.3
89,3xxx -> rolling,USGS value 1,2417.0,1.0,1.0,3.0,725.1,0.3
90,3xxx -> extrusion,USGS value 1,358.0,1.0,1.0,3.0,107.39999999999999,0.3
91,3xxx -> drawing,USGS value 1,56.0,1.0,1.0,3.0,16.8,0.3
92,3xxx -> other_milling_processes,USGS value 1,18.0,1.0,1.0,3.0,5.3999999999999995,0.3
93,4xxx -> rolling,USGS value 1,24.0,1.0,1.0,3.0,7.199999999999999,0.3
94,4xxx -> other_milling_processes,USGS value 1,93.0,1.0,1.0,3.0,27.9,0.3
95,5xxx -> rolling,USGS value 1,2472.0,1.0,1.0,3.0,741.6,0.3
96,5xxx -> extrusion,USGS value 1,169.0,1.0,1.0,3.0,50.699999999999996,0.3
97,5xxx -> drawing,USGS value 1,97.0,1.0,1.0,3.0,29.099999999999998,0.3
98,5xxx -> other_milling_processes,USGS value 1,23.0,1.0,1.0,3.0,6.8999999999999995,0.3
99,6xxx -> rolling,USGS value 1,1007.0,1.0,1.0,3.0,302.09999999999997,0.3
100,6xxx -> extrusion,USGS value 1,2087.0,1.0,1.0,3.0,626.1,0.3
101,6xxx -> drawing,USGS value 1,119.0,1.0,1.0,3.0,35.699999999999996,0.3
102,6xxx -> other_milling_processes,USGS value 1,6.0,1.0,1.0,3.0,1.7999999999999998,0.3
103,7xxx -> rolling,USGS value 1,322.0,1.0,1.0,3.0,96.6,0.3
104,7xxx -> extrusion,USGS value 1,278.0,1.0,1.0,3.0,83.39999999999999,0.3
105,7xxx -> drawing,USGS value 1,3.0,1.0,1.0,3.0,0.8999999999999999,0.3
106,7xxx -> other_milling_processes,USGS value 1,284.0,1.0,1.0,3.0,85.2,0.3
107,8xxx -> rolling,USGS value 1,7.0,1.0,1.0,3.0,2.1,0.3
108,8xxx -> extrusion,USGS value 1,35.0,1.0,1.0,3.0,10.5,0.3
109,8xxx -> drawing,USGS value 1,49.0,1.0,1.0,3.0,14.7,0.3
110,8xxx -> other_milling_processes,USGS value 1,3.0,1.0,1.0,3.0,0.8999999999999999,0.3
111,die_cast -> building_construction,USGS value 1,19.0,1.0,1.0,3.0,5.7,0.3
112,die_cast -> transportation_auto,USGS value 1,1001.0,1.0,1.0,3.0,300.3,0.3
113,die_cast -> transportation_other,USGS value 1,153.0,1.0,1.0,3.0,45.9,0.3
114,die_cast -> machine_industry,USGS value 1,36.0,1.0,1.0,3.0,10.799999999999999,0.3
115,die_cast -> electrical_equipment,USGS value 1,47.0,1.0,1.0,3.0,14.1,0.3
116,die_cast -> consumer_durables,USGS value 1,96.0,1.0,1.0,3.0,28.799999999999997,0.3
117,die_cast -> other_end_uses,USGS value 1,74.0,1.0,1.0,3.0,22.2,0.3
