flow_idx,from_node,to_node,from_node_name,to_node_name,value_1,value_2,value_3,value_4,year,map_estimate,posterior_mean,posterior_median,lower_bound,upper_bound
199,66,75,forging_impacts,container_packages,,,,,2022,0.07769864286154068,1.3124167242983433,0.830129992265217,0.12393567398240884,5.4040979741192094
200,66,76,forging_impacts,other_end_uses,,,,,2022,4.553457343835283,5.554063548709289,5.221425978651001,2.467117748431281,10.447485681117497
201,67,76,powerder_paste,other_end_uses,,,,,2022,56.255237499745995,58.153162533780666,57.985792275496046,48.40777959967266,69.26629037160073
202,68,69,import_finished_consumption,building_construction,,,,,2022,199.6390556923856,210.3727313036247,204.8766735502224,127.11498068816809,320.3351278155483
203,68,70,import_finished_consumption,transportation_auto,,,,,2022,642.2747283087617,634.8571878480703,632.0461703853282,492.8730387955161,796.1561636662454
204,68,71,import_finished_consumption,transportation_other,,,,,2022,221.95118011728607,229.79097078574983,224.09709594735597,144.71533187279644,348.64099346965475
205,68,72,import_finished_consumption,machine_industry,,,,,2022,242.6002714476283,241.56793549526452,236.5689615859432,161.48018892839102,347.5563051988174
206,68,73,import_finished_consumption,electrical_equipment,,,,,2022,567.277596198533,550.2022345352478,548.7823320382172,430.42171225100316,684.4077996547305
207,68,74,import_finished_consumption,consumer_durables,,,,,2022,901.8186267132138,874.94181154043,873.5167139842963,731.1303689254597,1026.6072003723582
208,68,75,import_finished_consumption,container_packages,,,,,2022,0.40001158876706433,21.583150807930668,13.351370049285318,1.9201769796712271,94.13983274827072
209,68,76,import_finished_consumption,other_end_uses,,,,,2022,0.3997460959892007,18.078686746049097,11.376614400740634,1.686346850024331,73.22665828193152
210,69,100,building_construction,export_finished_consumption,,,,,2022,52.17221142212534,67.51294089268104,62.99132713154984,27.582582766333044,134.72354614910836
211,69,101,building_construction,consumption_building_construction,1405.574107,,,,2022,1227.4055483667303,1226.475168801039,1223.3940032178687,1045.0388170652684,1426.772689473844
212,70,100,transportation_auto,export_finished_consumption,,,,,2022,848.954645485026,951.4299330983536,915.793824538149,423.5964775490336,1659.9150193624196
213,70,102,transportation_auto,consumption_transportation_auto,1737.166733,,,,2022,2451.298563106428,2297.609731677411,2329.000781911538,1595.6027466555865,2857.909994217545
214,71,100,transportation_other,export_finished_consumption,,,,,2022,230.93707678107023,278.96512766954396,265.53981847982334,120.66932297121242,517.2389084768319
215,71,103,transportation_other,consumption_transportation_other,918.4631329,,,,2022,1320.9888557272361,1278.0274780256634,1283.845503268546,1022.5124176364388,1506.9628815991553
216,72,100,machine_industry,export_finished_consumption,,,,,2022,127.39385897031832,155.9926163483892,147.3620850899388,64.73499645413555,298.18092479930027
217,72,104,machine_industry,consumption_machine_industry,736.4747668,,,,2022,691.0531305329243,672.2343252593389,675.7739471103325,519.5395501723813,800.1325683262229
218,73,100,electrical_equipment,export_finished_consumption,,,,,2022,266.8681206487134,317.81432656556456,303.08939312500166,136.67672378983667,574.4181612010774
219,73,105,electrical_equipment,consumption_electrical_equipment,957.242923,,,,2022,1141.9580716127439,1099.8454495159503,1108.967139446801,839.2150929133859,1305.3450287067055
220,74,100,consumer_durables,export_finished_consumption,,,,,2022,224.4351310229567,263.89950855860644,250.2279606217208,121.34315783472448,470.0977126480268
221,74,106,consumer_durables,consumption_consumer_durables,1465.714087,,,,2022,1478.351045846711,1443.126013925132,1447.4474938852954,1209.8126754708576,1644.0007338644768
222,75,100,container_packages,export_finished_consumption,,,,,2022,0.40684972419598175,13.66497834886765,8.856462947374379,1.2300619942156905,57.84418365568633
223,75,107,container_packages,consumption_container_packages,1699.839931,,,,2022,1730.889586723587,1697.1391599778917,1692.1253936525359,1486.259135894129,1941.4154954852413
224,76,100,other_end_uses,export_finished_consumption,,,,,2022,0.4212115260051316,2.9276576305187256,1.9972665599109218,0.35530066695423745,11.505439240939008
225,76,108,other_end_uses,consumption_other_end_uses,268.7354505,,,,2022,280.8792797919581,309.22687765659686,307.4586084514351,251.14856550401177,373.9669010338086
226,77,18,eol_scrap_building_construction,eol_scrap_generated,294.296832,,,,2022,237.06626042312604,282.19205660372916,267.15007013503737,131.47362312497577,518.9080678582757
227,78,18,eol_scrap_transportation_auto,eol_scrap_generated,1401.194965,,,,2022,1135.765238139905,1146.3945784339192,1097.7510130080473,580.6272699824552,1995.7755989398534
228,79,18,eol_scrap_transportation_other,eol_scrap_generated,565.5488941,,,,2022,452.87381687695637,521.3585923268218,484.5655478366336,244.44081325381373,1006.9318420761782
229,80,18,eol_scrap_machine_industry,eol_scrap_generated,282.9262632,,,,2022,233.65078822976074,277.92173190754636,260.20711340903694,131.46339159346664,545.3777113329514
230,81,18,eol_scrap_electrical_equipment,eol_scrap_generated,378.8634735,,,,2022,299.45572542382513,349.7123596157036,331.21043168731813,160.319726352249,666.7065756498009
231,82,18,eol_scrap_consumer_durables,eol_scrap_generated,944.0480768,,,,2022,732.6859150370552,811.2310428485671,765.1562843615786,374.133883303518,1509.6412923472872
232,83,18,eol_scrap_container_packages,eol_scrap_generated,1699.847102,,,,2022,1653.5494877431386,1652.014047263162,1647.5638539917259,1428.9215540115667,1902.2859172662497
233,84,18,eol_scrap_other_end_uses,eol_scrap_generated,262.6861837,,,,2022,246.01996404859796,295.47802343250504,276.3056633242302,140.253859520906,563.8118010724687
