flow_idx,from_node,from_node_name,to_node_name,share_map,share_observed
0,1,bauxite_mining,bauxite,1.0,
1,2,import_of_bauxite,bauxite,1.0,
2,3,bauxite,export_bauxite,0.004476966963434424,0.00173903357817332
3,3,bauxite,bauxite_non_aluminum_use,0.04562114988732756,0.047536236496277466
4,3,bauxite,bauxite_refining_to_alumina,0.949901883149238,0.9507247299255492
5,4,import_alumina,primary_smelting_hall_hauroult_to_aluminum,1.0,
6,5,bauxite_refining_to_alumina,waste_bauxite,0.5365980054681897,0.55
7,5,bauxite_refining_to_alumina,export_alumina,0.08118632007199793,0.053045820919137746
8,5,bauxite_refining_to_alumina,alumina_non_aluminum_use,0.20005170730500577,0.22700806631825116
9,5,bauxite_refining_to_alumina,primary_smelting_hall_hauroult_to_aluminum,0.18216396715480646,0.1699461127626111
10,6,primary_smelting_hall_hauroult_to_aluminum,waste_alumina,0.5131417015234926,0.6110995178718064
11,6,primary_smelting_hall_hauroult_to_aluminum,remelting,0.32379141996833194,0.23881042781763137
12,6,primary_smelting_hall_hauroult_to_aluminum,refining,0.16306687850817544,0.15009005431056208
13,7,import_unwrought_aluminum_ingot,remelting,0.6831082850175008,0.6818781127710842
14,7,import_unwrought_aluminum_ingot,refining,0.31689171498249924,0.3181218872289157
15,8,remelting,loss_remelting,0.011722568719027484,
16,8,remelting,wrought_aluminum_ingot,0.9882774312809726,
17,9,refining,loss_refining,0.02799688224800655,
18,9,refining,cast_aluminum_ingot,0.9720031177519934,
19,10,alloying_element_si,remelting,0.6940602591289112,
20,10,alloying_element_si,refining,0.3059397408710888,
21,12,alloying_element_mg,remelting,0.9935588231641806,
22,12,alloying_element_mg,refining,0.006441176835819285,
23,16,alloying_element_other,remelting,0.4993011478396075,
24,16,alloying_element_other,refining,0.5006988521603926,
25,17,import_scrap,eol_scrap_generated,1.0,
26,18,eol_scrap_generated,export_eol_scrap,0.3424150541727624,
27,18,eol_scrap_generated,loss_eol_scrap,0.31714907763081973,
28,18,eol_scrap_generated,eol_scrap_recycled,0.34043586819641786,
29,19,eol_scrap_recycled,remelting,0.6679012779389486,
30,19,eol_scrap_recycled,refining,0.3320987220610514,
31,20,forming_scrap_generated,loss_forming_scrap,0.022928730191719905,
32,20,forming_scrap_generated,forming_scrap_recycled,0.9770712698082802,
33,21,forming_scrap_recycled,remelting,0.9998146856168695,
34,21,forming_scrap_recycled,refining,0.0001853143831305445,
35,22,fabrication_scrap_generated,loss_fabrication_scrap,0.041060030938892135,
36,22,fabrication_scrap_generated,fabrication_scrap_recycled,0.9589399690611079,
37,23,fabrication_scrap_recycled,remelting,0.9994909483310694,
38,23,fabrication_scrap_recycled,refining,0.0005090516689304672,
39,24,wrought_aluminum_ingot,1xxx,0.15526572544103706,
40,24,wrought_aluminum_ingot,2xxx,0.01644133384929476,
41,24,wrought_aluminum_ingot,3xxx,0.18665139050128496,
42,24,wrought_aluminum_ingot,4xxx,0.008717420316094454,
43,24,wrought_aluminum_ingot,5xxx,0.24014562528051556,
44,24,wrought_aluminum_ingot,6xxx,0.31905017162704236,
45,24,wrought_aluminum_ingot,7xxx,0.05260853627791407,
46,24,wrought_aluminum_ingot,8xxx,0.008438370318933545,
47,25,cast_aluminum_ingot,36x,0.05480387540458587,
48,25,cast_aluminum_ingot,38x,0.48883963345423254,
49,25,cast_aluminum_ingot,2xx,0.0022307987617035036,
50,25,cast_aluminum_ingot,3xx,0.21198271461469875,
51,25,cast_aluminum_ingot,4xx,0.0030313904088811994,
52,25,cast_aluminum_ingot,5xx,0.01722667412105286,
53,25,cast_aluminum_ingot,7xx,0.0030844069054921023,
54,25,cast_aluminum_ingot,other,0.10760574989833373,
