flow_idx,from_node,to_node,from_node_name,to_node_name,value_1,value_2,value_3,value_4,year,map_estimate,posterior_mean,lower_bound,upper_bound
0,1,3,bauxite_mining,bauxite,164.00915,,,,2022,199.38854805667515,199.8012911286247,32.80183,295.21647
1,2,3,import_of_bauxite,bauxite,3280.183,,,,2022,3735.2709183548127,3738.0650155499147,656.0366,5904.3294000000005
2,3,85,bauxite,export_bauxite,6.0,,,,2022,7.085023227176374,7.085359773001856,1.2000000000000002,10.8
3,3,86,bauxite,bauxite_non_aluminum_use,164.00915,,,,2022,197.84107454009865,196.99147380895582,32.80183,295.21647
4,3,5,bauxite,bauxite_refining_to_alumina,3280.183,,,,2022,3681.4984982793508,3685.1083977856806,656.0366,5904.3294000000005
5,4,6,import_alumina,primary_smelting_hall_hauroult_to_aluminum,,,,,2022,1298.6208260133635,1299.4719657354087,0.0,14410.098
6,5,87,bauxite_refining_to_alumina,waste_bauxite,1804.10065,,,,2022,2042.3666880864662,2045.751629024655,360.82013000000006,3247.38117
7,5,88,bauxite_refining_to_alumina,export_alumina,174.0,,,,2022,225.54778524731864,225.87096350972587,34.800000000000004,313.2
8,5,89,bauxite_refining_to_alumina,alumina_non_aluminum_use,744.628,,,,2022,730.9867287315286,732.1521668336725,148.9256,1340.3304
9,5,6,bauxite_refining_to_alumina,primary_smelting_hall_hauroult_to_aluminum,557.45435,,,,2022,647.91374101331,647.6954275917835,111.49087,1003.41783
10,6,90,primary_smelting_hall_hauroult_to_aluminum,waste_alumina,1352.934,,,,2022,976.6074700200805,977.9440412709924,270.5868,2435.2812
11,6,8,primary_smelting_hall_hauroult_to_aluminum,remelting,528.7105257,,,,2022,678.400213225784,684.3349779674223,105.74210513999999,951.67894626
12,6,9,primary_smelting_hall_hauroult_to_aluminum,refining,332.2894743,,,,2022,283.5123183101022,277.9430655522666,66.45789486,598.12105374
13,7,8,import_unwrought_aluminum_ingot,remelting,2829.794168,,,,2022,2964.3334462316116,2966.1480926125264,565.9588335999999,5093.629502399999
14,7,9,import_unwrought_aluminum_ingot,refining,1320.205832,,,,2022,1377.7737414060953,1376.104513135397,264.0411664,2376.3704976000004
15,8,91,remelting,loss_remelting,,,,,2022,100.11798285489124,111.31764499493639,0.0,14410.098
16,8,24,remelting,wrought_aluminum_ingot,8005.61,,,,2022,8731.25774974967,8737.483371494227,1601.122,14410.098
17,9,92,refining,loss_refining,,,,,2022,89.3847126967392,90.32009520170595,0.0,14410.098
18,9,25,refining,cast_aluminum_ingot,2490.138,,,,2022,2482.4303826794376,2471.3243185700107,498.0276,4482.2484
19,10,8,alloying_element_si,remelting,,,,,2022,365.0023987229788,364.9517637420251,0.0,14410.098
20,10,9,alloying_element_si,refining,,,,,2022,170.31458874548312,168.91136361473053,0.0,14410.098
21,12,8,alloying_element_mg,remelting,,,,,2022,103.8383970557767,104.04291812808185,0.0,14410.098
22,12,9,alloying_element_mg,refining,,,,,2022,0.4011542738155846,0.4633084864622131,0.0,14410.098
23,16,8,alloying_element_other,remelting,,,,,2022,22.51152551665762,22.30201573652308,0.0,14410.098
24,16,9,alloying_element_other,refining,,,,,2022,26.07514610023261,26.10615405301492,0.0,14410.098
25,17,18,import_scrap,eol_scrap_generated,685.0,,,,2022,710.2412670115546,710.4259325920843,137.0,1233.0
26,18,93,eol_scrap_generated,export_eol_scrap,2000.0,,,,2022,1728.7494221205882,1733.0986298184666,400.0,3600.0
27,18,94,eol_scrap_generated,loss_eol_scrap,,,,,2022,1730.918940196844,1760.826147639722,0.0,14410.098
28,18,19,eol_scrap_generated,eol_scrap_recycled,1590.0,,,,2022,1888.606251661273,1897.359338618597,318.0,2862.0
29,19,8,eol_scrap_recycled,remelting,,,,,2022,1249.4654671675187,1259.895240109204,0.0,14410.098
30,19,9,eol_scrap_recycled,refining,,,,,2022,646.7871323766367,645.2121708676522,0.0,14410.098
31,20,95,forming_scrap_generated,loss_forming_scrap,,,,,2022,64.33840255076707,63.982960311799395,0.0,14410.098
32,20,21,forming_scrap_generated,forming_scrap_recycled,2083.0,,,,2022,2342.71328182592,2336.9942510222236,416.6,3749.4
