flow_idx,flow_label,total_precision,share_observations,share_prior,share_mass_balance,share_allocation,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
0,bauxite_mining -> bauxite,0.0009442747070732639,0.3739071301073508,0.5994077432523279,0.026685126640321334,0.0,0.0,1,observation_2022,164.00915,164.00915,0.0,prior-informed,199.8012911286247,39.24852137626796,229.89165605096335,63.19658473332025,0.6142913464938091,-0.4761390991192846
1,import_of_bauxite -> bauxite,0.00040724595524212263,0.09128660689723755,0.8468390151816332,0.06187437792112924,0.0,0.0,1,observation_2022,3280.183,3280.183,0.0,prior-informed,3738.0650155499147,107.85618743138373,4353.45381563838,181.6023479782521,0.6472660917015225,-3.388661032962862
2,bauxite -> export_bauxite,3.080424487563511,0.9556069640517517,0.044288873386684774,8.18007071532957e-06,9.598249084825907e-05,0.0,1,observation_2022,6.0,6.0,0.0,observation-driven,7.085359773001856,0.5695095315142826,32.82196449108579,2.757666018073857,0.9573500369707327,-9.332748980262716
3,bauxite -> bauxite_non_aluminum_use,0.0012286761586091674,0.287358913315606,0.46243904970835464,0.02050832513103048,0.229693711845009,0.0,1,observation_2022,164.00915,164.00915,0.0,prior-informed,196.99147380895582,33.24422877161336,228.35278509822302,63.80389905484051,0.728519846539998,-0.49152656426704644
4,bauxite -> bauxite_refining_to_alumina,0.0007395209440466177,0.000925990871219306,0.9260109528867907,0.07182998613447591,0.001233070107514244,0.0,1,observation_2022,3280.183,3280.183,0.0,prior-informed,3685.1083977856806,118.67858260371224,4323.083475070617,204.95452383237895,0.664702987152892,-3.112764067636298
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.0020622676154524577,0.0,0.9500461384194935,0.0499538615805065,0.0,0.0,0,,,,,prior-informed,1299.4719657354087,54.483550139083356,1316.6145607598844,56.47715628035028,0.06935262974576628,-0.3035314834086286
6,bauxite_refining_to_alumina -> waste_bauxite,0.00042506444802480867,0.005325703963866152,0.8536515972497565,0.0656881306946919,0.07533456809168539,0.0,1,observation_2022,1804.10065,1804.10065,0.0,prior-informed,2045.751629024655,111.19884364859206,2320.9555161767867,236.55698831640098,0.7790322073644388,-1.1633724672891066
7,bauxite_refining_to_alumina -> export_alumina,0.004706307043406502,0.7437271226417678,0.2130890579457945,0.005932823497914094,0.037250995914523514,0.0,1,observation_2022,174.0,174.0,0.0,observation-driven,225.87096350972587,15.201727702205412,464.77139522715703,39.384366033577514,0.8510164975136847,-6.065869678180279
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.0008462968537328736,0.22583482945798256,0.5640753681377529,0.03299278366965777,0.1770970187346068,0.0,1,observation_2022,744.628,744.628,0.0,prior-informed,732.1521668336725,43.856770990005636,779.4436423141839,91.43173699477364,0.7699197369788118,-0.5172326047268974
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.002919977804612036,0.11678692029805311,0.7864508660212713,0.044842779220094574,0.051919434460581,0.0,1,observation_2022,557.45435,557.45435,0.0,prior-informed,647.6954275917835,34.88396306394921,758.0083207957487,61.8228600429095,0.6816143751985768,-1.7843382387582858
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.0017795519536231077,0.0022619835217255395,0.9196289761002602,0.0578899822477965,0.020219058130217793,0.0,1,observation_2022,1352.934,1352.934,0.0,prior-informed,977.9440412709924,70.30936882970671,971.9884845900453,174.8128400313935,0.8382367955086338,0.034068187896710435
