flow_idx,flow_label,total_precision,share_observations,share_mass_balance,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
0,bauxite_mining -> bauxite,0.0005661871070188107,0.15993272008222542,0.8400672799177745,2,USGS value 1; USGS value 2,229.0,229.0,0.0,structure-determined,228.7747202021957,85.74502394269706,,,,
1,import_of_bauxite -> bauxite,0.0005178161186088968,0.08145913998275812,0.9185408600172418,2,USGS value 1; USGS value 2,4350.0,4360.0,0.2296211251435132,structure-determined,4361.54652678897,155.80585649485357,,,,
2,bauxite -> export_bauxite,0.048535681419471156,0.9902002969978496,0.009799703002150386,2,USGS value 1; USGS value 2,29.0,40.0,31.884057971014492,multi-source,32.74835064273242,4.5037135165278395,,,,
3,bauxite -> bauxite_non_aluminum_use,0.0005661871070188107,0.15993272008222542,0.8400672799177745,2,USGS value 1; USGS value 2,229.0,229.0,0.0,structure-determined,228.84558739145712,85.83001714586332,,,,
4,bauxite -> bauxite_refining_to_alumina,0.0010107131967082353,0.00019526634492621951,0.9998047336550738,2,USGS value 1; USGS value 2,4320.0,4321.0,0.023145469274389537,structure-determined,4328.176070607931,199.61742059491073,,,,
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.0027843703929286007,0.16621912966914307,0.8337808703308569,2,USGS value 1; USGS value 2,1300.0,1330.0,2.2813688212927756,structure-determined,1313.6017332078802,47.06185540377591,,,,
6,bauxite_refining_to_alumina -> waste_bauxite,0.0005355328760844848,0.0012180401892687126,0.9987819598107314,2,USGS value 1; USGS value 2,2376.0,2377.0,0.042078687144961074,structure-determined,2316.1526144357335,274.84512568347475,,,,
7,bauxite_refining_to_alumina -> export_alumina,0.0007802202672327224,0.31444926774864673,0.6855507322513532,2,USGS value 1; USGS value 2,450.0,481.0,6.659505907626208,structure-determined,464.3051833746421,63.37724694873494,,,,
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.0005783146243070408,0.07510453127542098,0.924895468724579,1,USGS value 1,781.0,781.0,0.0,structure-determined,788.6336635100165,151.59440899870762,,,,
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.0029496305969834305,0.03159556726205748,0.9684044327379425,2,USGS value 1; USGS value 2,739.0,770.0,4.108681245858184,structure-determined,758.311308960218,102.8681567120243,,,,
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.0023225992424703514,0.00044970002218797713,0.999550299977812,1,USGS value 1,1328.0,1328.0,0.0,structure-determined,1057.322583482124,210.82265623784681,,,,
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.0024299470092042385,0.0007843824808588519,0.9992156175191412,1,USGS value 1,506.0,506.0,0.0,structure-determined,729.6622603305666,154.1179540370622,,,,
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.003622942961894162,0.002439093789755591,0.9975609062102444,1,USGS value 1,235.0,235.0,0.0,structure-determined,285.2733776032416,98.05371518989301,,,,
13,import_unwrought_aluminum_ingot -> remelting,0.00014323944892527356,0.2565858595499233,0.7434141404500766,1,USGS value 1,3299.0,3299.0,0.0,structure-determined,3456.6580929331576,161.78111238804564,,,,
14,import_unwrought_aluminum_ingot -> refining,0.0014632027981743392,0.11662860658247419,0.8833713934175258,1,USGS value 1,1531.0,1531.0,0.0,structure-determined,1560.9977105243959,74.19631273270711,,,,
15,remelting -> loss_remelting,0.00011981747204843881,0.11126290698008112,0.8887370930199189,2,USGS value 1; USGS value 2,212.0,444.2105263157895,70.77317933910811,structure-determined,184.12489713410096,99.52143308934288,,,,
16,remelting -> wrought_aluminum_ingot,0.0002154981726661484,0.00011999547079133771,0.9998800045292087,1,USGS value 1,8440.0,8440.0,0.0,structure-determined,9615.53795331781,779.3481248547849,,,,
17,refining -> loss_refining,0.001344142338949057,0.038381979927591195,0.9616180200724087,2,USGS value 1; USGS value 2,98.0,792.0,155.95505617977528,structure-determined,98.13057348283667,47.75242962885427,,,,
18,refining -> cast_aluminum_ingot,0.002655588338761411,0.00013492914992463943,0.9998650708500754,2,Other literature; USGS value 1,2350.0,3177.0,29.92581870815994,structure-determined,2660.0910383434716,120.11427155856585,,,,
19,alloying_element_si -> remelting,0.00011563161193517708,0.07909065679183887,0.9209093432081611,1,USGS value 1,231.0,231.0,0.0,structure-determined,291.01428116581917,95.47148277719504,,,,
20,alloying_element_si -> refining,0.001332882621065977,0.030258573225325137,0.9697414267746748,1,USGS value 1,110.0,110.0,0.0,structure-determined,121.460897678245,48.95953305790158,,,,
21,alloying_element_mg -> remelting,0.0002045882527222388,0.47950954962259273,0.5204904503774073,1,USGS value 1,70.53,70.53,0.0,structure-determined,76.03157438594906,31.869457647191062,,,,
22,alloying_element_mg -> refining,0.4892991808171623,0.9973583616213765,0.0026416383786235682,1,USGS value 1,0.0,0.0,0.0,observation-driven,0.47728417805253465,0.2861087007673172,,,,
23,alloying_element_other -> remelting,0.0013265028051075414,0.9197240809508187,0.08027591904918129,1,USGS value 1,20.0,20.0,0.0,observation-driven,20.413209647061258,9.034745993940241,,,,
24,alloying_element_other -> refining,0.0025125680679819054,0.4855655808306653,0.5144344191693346,1,USGS value 1,20.0,20.0,0.0,structure-determined,20.419749181268443,9.01044496590849,,,,
25,import_scrap -> eol_scrap_generated,0.0011388513335250712,0.677529116889442,0.322470883110558,1,USGS value 1,720.0,720.0,0.0,observation-driven,717.9775691941709,36.05353982869761,,,,
26,eol_scrap_generated -> export_eol_scrap,0.0005295247838290678,0.3064604217429517,0.6935395782570483,1,USGS value 1,1570.0,1570.0,0.0,structure-determined,1572.1270862973752,77.70273588829386,,,,
27,eol_scrap_generated -> loss_eol_scrap,0.0003680081804911377,0.002070022564864329,0.9979299774351357,1,USGS value 1,1555.0,1555.0,0.0,structure-determined,1760.252483868183,575.8832376425189,,,,
28,eol_scrap_generated -> eol_scrap_recycled,0.003018349594648076,0.002942918043830398,0.9970570819561696,1,USGS value 1,1727.0,1727.0,0.0,structure-determined,2282.467037138332,243.59536021673023,,,,
29,eol_scrap_recycled -> remelting,0.0027491329196009614,0.0001550466645920485,0.9998449533354079,1,USGS value 1,1070.0,1070.0,0.0,structure-determined,1519.2855528410726,252.62434657787753,,,,
30,eol_scrap_recycled -> refining,0.003935899068391615,0.0002863716234610731,0.999713628376539,1,USGS value 1,658.0,658.0,0.0,structure-determined,764.402836851495,167.98761313271658,,,,
31,forming_scrap_generated -> loss_forming_scrap,0.0013650889361818694,0.04723090526498074,0.9527690947350193,1,USGS value 1,87.0,87.0,0.0,structure-determined,77.02916250110302,38.624924335305344,,,,
