flow_idx,flow_label,total_precision,share_observations,share_prior,share_mass_balance,share_allocation,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
0,bauxite_mining -> bauxite,0.001549028870469321,0.22793057798060978,0.3653938167114672,0.40667560530792307,0.0,0.0,1,observation_2022,164.00915,164.00915,0.0,structure-determined,198.7760418251622,39.598081374774964,229.89165605096335,63.19658473332025,0.6073902595817462,-0.49236227490938317
1,import_of_bauxite -> bauxite,0.0010120001186381797,0.03673527378307474,0.3407823352214888,0.6224823909954365,0.0,0.0,1,observation_2022,3280.183,3280.183,0.0,structure-determined,3720.4938413752616,106.92381304211484,4353.45381563838,181.6023479782521,0.6533382244297921,-3.4854173490032108
2,bauxite -> export_bauxite,3.081029241726907,0.9554193944947175,0.0442801802265518,0.00020446162762949736,9.596365110140843e-05,0.0,1,observation_2022,6.0,6.0,0.0,observation-driven,7.090003523814095,0.5668397066505195,32.82196449108579,2.757666018073857,0.9577489803512974,-9.331065037833936
3,bauxite -> bauxite_non_aluminum_use,0.0018334303220052246,0.1925740190489319,0.3099042425376206,0.3435921430865069,0.15392959532694064,0.0,1,observation_2022,164.00915,164.00915,0.0,structure-determined,199.06490034324455,32.691343678179884,228.35278509822302,63.80389905484051,0.7374747358805128,-0.4590297017711262
4,bauxite -> bauxite_refining_to_alumina,0.0020143956438151717,0.000339947936923499,0.33995530926554207,0.659252060538821,0.0004526822587133566,0.0,1,observation_2022,3280.183,3280.183,0.0,structure-determined,3694.589876380737,113.4761237060989,4323.083475070617,204.95452383237895,0.6934551905892226,-3.066502690147451
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.004534705159555016,0.0,0.43205662011341056,0.5679433798865894,0.0,0.0,0,,,,,structure-determined,1298.8178325915553,53.99980866791858,1316.6145607598844,56.47715628035028,0.0858050881669461,-0.3151137440416946
6,bauxite_refining_to_alumina -> waste_bauxite,0.0010951849843973053,0.0020670183101442743,0.33132023371389535,0.63737380929502,0.02923893868094052,0.0,1,observation_2022,1804.10065,1804.10065,0.0,structure-determined,2070.129471796033,106.44345460175956,2320.9555161767867,236.55698831640098,0.7975273545417567,-1.0603197401434081
7,bauxite_refining_to_alumina -> export_alumina,0.005376427579778999,0.65102861402353,0.1865295346030444,0.12983383762359,0.03260801374983559,0.0,1,observation_2022,174.0,174.0,0.0,observation-driven,226.26784021317908,15.259850156063148,464.77139522715703,39.384366033577514,0.8498750692595872,-6.0557926668323026
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.0015164173901053705,0.12603608141180064,0.3148046259809917,0.460323279027757,0.09883601357945064,0.0,1,observation_2022,744.628,744.628,0.0,structure-determined,735.7969567828279,44.50819241957875,779.4436423141839,91.43173699477364,0.7630340353117259,-0.4773690948674732
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.006062535885087091,0.05624959944206765,0.37878853283967606,0.5399552369738796,0.025006630744376687,0.0,1,observation_2022,557.45435,557.45435,0.0,structure-determined,650.3138267291671,34.73973274331966,758.0083207957487,61.8228600429095,0.6842417102333309,-1.7419849872981268
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.004251989497725666,0.0009466902957552109,0.3848851324545824,0.6057060527746857,0.008462124474976703,0.0,1,observation_2022,1352.934,1352.934,0.0,structure-determined,978.5305285196417,68.25912193166685,971.9884845900453,174.8128400313935,0.8475333922585111,0.03742313166711064
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.005036261939789095,0.0013865690117073285,0.35039101850130483,0.5410217607727135,0.010866565038324056,0.0963340866759505,1,observation_2022,528.7105257,528.7105257,0.0,structure-determined,687.7582070827536,52.85646803929287,790.3914932944954,127.59996216017461,0.8284087303462293,-0.8043363373643283
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.0072761264368850975,0.002429698057969387,0.3656507709173033,0.5450599951132732,0.020180692650708043,0.06667884326074622,1,observation_2022,332.2894743,332.2894743,0.0,structure-determined,279.4942639478557,48.19793603007001,313.1389931216936,99.9526745216045,0.7674758620011942,-0.3366065924185519
13,import_unwrought_aluminum_ingot -> remelting,0.0003470240829803094,0.1439430436954887,0.27460418049475194,0.43014745832189344,0.06473826124947019,0.0865670562383956,1,observation_2022,2829.794168,2829.794168,0.0,structure-determined,2995.0883155576253,86.0540548268278,3592.2142315800734,193.3548994249822,0.801923790960614,-3.088237835184109
14,import_unwrought_aluminum_ingot -> refining,0.00278392289540476,0.08243649052662526,0.3661238258153644,0.4994641436802992,0.041184704729716096,0.010790835247995043,1,observation_2022,1320.205832,1320.205832,0.0,structure-determined,1382.6496480824026,42.93134381212488,1589.0230093686755,92.16070924774019,0.7830011917081794,-2.239277051693624
15,remelting -> loss_remelting,0.000396293182081212,0.0,0.44101934187838987,0.3766694306637752,0.182311227457835,0.0,0,,,,,structure-determined,96.21554430151151,58.418011501294146,159.91037255540172,97.58075228309573,0.6416022983501386,-0.6527396721548363
16,remelting -> wrought_aluminum_ingot,0.000449225547296584,0.0002559175240874519,0.3279235899858519,0.6717773119900913,4.318049996919302e-05,0.0,1,observation_2022,8005.61,8005.61,0.0,structure-determined,8676.879159961682,361.8657908828417,9778.56276562939,777.4528101134325,0.7833558420009499,-1.4170424125252938
17,refining -> loss_refining,0.0033231303034423963,0.0,0.38589650827637406,0.4184216500884556,0.19568184163517033,0.0,0,,,,,structure-determined,87.65121117010176,30.686978956789904,89.07317259744157,52.077583598075535,0.6527784899005004,-0.027304673702110024
18,refining -> cast_aluminum_ingot,0.004795326162764233,0.0002477926082645525,0.3907169785005146,0.6088785498477225,0.0001566790434983856,0.0,1,observation_2022,2490.138,2490.138,0.0,structure-determined,2449.1375867229935,79.6101380604022,2607.210044408985,131.399744943028,0.632930999131801,-1.2029890754698822
19,alloying_element_si -> remelting,0.00041047122888127584,0.0,0.44801926777996026,0.3636589284888492,0.1883218037311906,0.0,0,,,,,structure-determined,390.171697454622,78.94046275674329,319.23877033415454,92.99206685655929,0.27937796978702867,0.76278471398944
20,alloying_element_si -> refining,0.0030537177145499713,0.0,0.4003590182949709,0.4553366731967995,0.14430430850822956,0.0,0,,,,,structure-determined,177.3321894244459,38.81292191325685,131.39093922059712,53.7558867456049,0.47868452557381247,0.8546273345142975
21,alloying_element_mg -> remelting,0.0010699254303169815,0.0,0.8416254688307764,0.1395158232908269,0.018858707878396892,0.0,0,,,,,prior-informed,110.86985986677927,34.35581573829071,80.73564793856336,35.185223418934285,0.046589559341119524,0.856445092572575
22,alloying_element_mg -> refining,9.710824363575396,0.0,0.9503217433020869,0.0001431876031288208,0.04953506909478437,0.0,0,,,,,prior-informed,0.4688283784894654,0.2704993541766882,0.42571222774303297,0.33398663547138563,0.3440446364363384,0.12909543726376566
23,alloying_element_other -> remelting,0.01931501552466846,0.0,0.4921245174078917,0.00772826338554176,0.5001472192065666,0.0,0,,,,,structure-determined,22.655548329444024,8.123783871010792,20.86220822101034,10.410000763705632,0.39100293629188376,0.17227089114980138
24,alloying_element_other -> refining,0.021695716887507384,0.0,0.4853473105173485,0.06408959299362743,0.450563096489024,0.0,0,,,,,structure-determined,26.399484443916933,8.163739316997146,20.7178737267433,10.345596927301678,0.37731679940740714,0.5491815268947948
25,import_scrap -> eol_scrap_generated,0.0020215959101749295,0.4216814514143063,0.38138605455135927,0.19693249403433452,0.0,0.0,1,observation_2022,685.0,685.0,0.0,prior-informed,710.3441391523647,26.82699176017956,719.2217609663195,44.30134096525404,0.6333005931952327,-0.2003917177341779
26,eol_scrap_generated -> export_eol_scrap,0.0009014271139469082,0.11093520313822039,0.41207423101131074,0.4416529282963276,0.035337637554141196,0.0,1,observation_2022,2000.0,2000.0,0.0,structure-determined,1736.424378136807,64.94238196028608,1572.6152036440599,95.28251039432442,0.5354525874408138,1.719194570071955
27,eol_scrap_generated -> loss_eol_scrap,0.0006706072159044503,0.0,0.3856347258431167,0.5936678208620472,0.02069745329483617,0.0,0,,,,,structure-determined,1766.0172264807081,229.17165360330586,1790.146797151055,534.4156890375746,0.816107762078878,-0.04515131416482465
28,eol_scrap_generated -> eol_scrap_recycled,0.005908455757130332,0.007094538297300553,0.36585798509186335,0.6242580049995683,0.0027894716112678458,0.0,1,observation_2022,1590.0,1590.0,0.0,structure-determined,1933.5827678932528,103.81061448130549,2033.860680524858,187.13560928948561,0.692269422085303,-0.5358569275635955
29,eol_scrap_recycled -> remelting,0.005397901711845326,0.0,0.3607264693176786,0.6372021185151695,0.002071412167151981,0.0,0,,,,,structure-determined,1294.8073247586037,106.16999859740378,1404.576836394358,243.2560066746475,0.8095081159500231,-0.4512509809575634
