flow_idx,from_node,to_node,from_node_name,to_node_name,value_1,value_2,value_3,value_4,year,map_estimate,posterior_mean,lower_bound,upper_bound
0,1,3,bauxite_mining,bauxite,164.00915,,,,2022,239.95572463679537,222.88946025142556,32.80183,295.21647
1,2,3,import_of_bauxite,bauxite,3280.183,,,,2022,3782.1616574138125,3778.3011354206274,656.0366,5904.3294000000005
2,3,85,bauxite,export_bauxite,6.0,,,,2022,9.846314375716219,9.495168275268224,1.2000000000000002,10.8
3,3,86,bauxite,bauxite_non_aluminum_use,164.00915,,,,2022,208.89109411298702,206.47580518281524,32.80183,295.21647
4,3,5,bauxite,bauxite_refining_to_alumina,3280.183,,,,2022,3788.496448281612,3769.1267258947814,656.0366,5904.3294000000005
5,4,6,import_alumina,primary_smelting_hall_hauroult_to_aluminum,,,,,2022,1292.4323642131742,1293.3707581011458,0.0,14410.098
6,5,87,bauxite_refining_to_alumina,waste_bauxite,1804.10065,,,,2022,2064.2883504402503,2058.31850366979,360.82013000000006,3247.38117
7,5,88,bauxite_refining_to_alumina,export_alumina,174.0,,,,2022,303.9689205816477,290.18219796174844,34.800000000000004,313.2
8,5,89,bauxite_refining_to_alumina,alumina_non_aluminum_use,744.628,,,,2022,724.4518356485797,724.0061743472669,148.9256,1340.3304
9,5,6,bauxite_refining_to_alumina,primary_smelting_hall_hauroult_to_aluminum,557.45435,,,,2022,687.6632964522671,688.4495437733755,111.49087,1003.41783
10,6,90,primary_smelting_hall_hauroult_to_aluminum,waste_alumina,1352.934,,,,2022,1007.5872822269378,1009.9191569282889,270.5868,2435.2812
11,6,8,primary_smelting_hall_hauroult_to_aluminum,remelting,528.7105257,,,,2022,692.8671588685436,695.0689817293196,105.74210513999999,951.67894626
12,6,9,primary_smelting_hall_hauroult_to_aluminum,refining,332.2894743,,,,2022,275.8313238626932,273.51655600258596,66.45789486,598.12105374
13,7,8,import_unwrought_aluminum_ingot,remelting,2829.794168,,,,2022,2982.1709630099745,2983.3704187848307,565.9588335999999,5093.629502399999
14,7,9,import_unwrought_aluminum_ingot,refining,1320.205832,,,,2022,1377.4912756961658,1376.2746475442566,264.0411664,2376.3704976000004
15,8,91,remelting,loss_remelting,,,,,2022,83.13367153016877,101.53149906337278,0.0,14410.098
16,8,24,remelting,wrought_aluminum_ingot,8005.61,,,,2022,8795.55656454482,8795.938523133811,1601.122,14410.098
17,9,92,refining,loss_refining,,,,,2022,89.93467434052913,91.20151142483617,0.0,14410.098
18,9,25,refining,cast_aluminum_ingot,2490.138,,,,2022,2475.4362727246,2464.8010030574846,498.0276,4482.2484
19,10,8,alloying_element_si,remelting,,,,,2022,373.322146732735,377.6661927634042,0.0,14410.098
20,10,9,alloying_element_si,refining,,,,,2022,170.54045472411022,170.53364109911894,0.0,14410.098
21,12,8,alloying_element_mg,remelting,,,,,2022,107.67662802523574,109.036437796709,0.0,14410.098
22,12,9,alloying_element_mg,refining,,,,,2022,0.3975248720964475,0.46728351840847515,0.0,14410.098
23,16,8,alloying_element_other,remelting,,,,,2022,22.201101378184408,21.947458341396924,0.0,14410.098
24,16,9,alloying_element_other,refining,,,,,2022,25.53321266030273,25.658795151345526,0.0,14410.098
25,17,18,import_scrap,eol_scrap_generated,685.0,,,,2022,711.7045706239447,711.5404438064563,137.0,1233.0
26,18,93,eol_scrap_generated,export_eol_scrap,2000.0,,,,2022,1740.4550041612868,1743.0972923070472,400.0,3600.0
27,18,94,eol_scrap_generated,loss_eol_scrap,,,,,2022,1745.0818894462045,1766.3504002603338,0.0,14410.098
28,18,19,eol_scrap_generated,eol_scrap_recycled,1590.0,,,,2022,2087.2073078952794,2095.005741097612,318.0,2862.0
29,19,8,eol_scrap_recycled,remelting,,,,,2022,1402.605660250336,1415.9252115244717,0.0,14410.098
30,19,9,eol_scrap_recycled,refining,,,,,2022,687.7250764572193,681.9845217077932,0.0,14410.098
31,20,95,forming_scrap_generated,loss_forming_scrap,,,,,2022,63.58337316803963,64.01786240891286,0.0,14410.098
32,20,21,forming_scrap_generated,forming_scrap_recycled,2083.0,,,,2022,2324.155883659985,2318.612182892551,416.6,3749.4
33,21,8,forming_scrap_recycled,remelting,,,,,2022,2331.26902016312,2325.7229132687717,0.0,14410.098
34,21,9,forming_scrap_recycled,refining,,,,,2022,0.40191516945758793,0.48395603284117816,0.0,14410.098
35,22,96,fabrication_scrap_generated,loss_fabrication_scrap,,,,,2022,38.5310917421946,38.66454450350515,0.0,14410.098
36,22,23,fabrication_scrap_generated,fabrication_scrap_recycled,,,,,2022,888.7855120598631,888.5571293340125,0.0,14410.098
37,23,8,fabrication_scrap_recycled,remelting,,,,,2022,893.4464990131956,893.236233301322,0.0,14410.098
38,23,9,fabrication_scrap_recycled,refining,,,,,2022,0.6254968039912787,0.6561327091979868,0.0,14410.098
39,24,42,wrought_aluminum_ingot,1xxx,,,,,2022,1423.5894022626142,1422.3906017174186,0.0,14410.098
40,24,43,wrought_aluminum_ingot,2xxx,,,,,2022,155.40113204122878,155.80258233758886,0.0,14410.098
41,24,44,wrought_aluminum_ingot,3xxx,,,,,2022,1645.2036334686788,1652.253515298531,0.0,14410.098
42,24,45,wrought_aluminum_ingot,4xxx,,,,,2022,91.78060836748153,92.55442159178193,0.0,14410.098
43,24,46,wrought_aluminum_ingot,5xxx,,,,,2022,2116.631227515734,2121.8040043075616,0.0,14410.098
44,24,47,wrought_aluminum_ingot,6xxx,,,,,2022,2833.612954754181,2807.574326619122,0.0,14410.098
45,24,48,wrought_aluminum_ingot,7xxx,,,,,2022,488.7217965188313,487.88720855043,0.0,14410.098
46,24,49,wrought_aluminum_ingot,8xxx,,,,,2022,69.47951551550611,70.35196850536276,0.0,14410.098
47,25,26,cast_aluminum_ingot,36x,,,,,2022,132.2685397048648,132.44438083129475,0.0,14410.098
48,25,27,cast_aluminum_ingot,38x,,,,,2022,1204.464912880688,1205.657477018434,0.0,14410.098
49,25,28,cast_aluminum_ingot,2xx,,,,,2022,5.911374402482488,5.918975488514971,0.0,14410.098
50,25,29,cast_aluminum_ingot,3xx,,,,,2022,550.0337019909811,551.1010076482761,0.0,14410.098
51,25,30,cast_aluminum_ingot,4xx,,,,,2022,7.968865616805613,7.984133237319696,0.0,14410.098
52,25,31,cast_aluminum_ingot,5xx,,,,,2022,44.994437836820126,44.96993849569865,0.0,14410.098
53,25,32,cast_aluminum_ingot,7xx,,,,,2022,8.083593882175673,8.07676777685672,0.0,14410.098
54,25,33,cast_aluminum_ingot,other,,,,,2022,268.5720888922596,268.73566030285184,0.0,14410.098
55,26,34,36x,die_cast,,,,,2022,132.1726244807801,132.3446581784442,0.0,14410.098
56,27,34,38x,die_cast,,,,,2022,1209.543781614839,1210.7871639667753,0.0,14410.098
57,28,36,2xx,sand_cast,,,,,2022,1.9154853617437504,1.9191303763851102,0.0,14410.098
58,29,36,3xx,sand_cast,,,,,2022,188.7418385232403,189.44017286055882,0.0,14410.098
59,30,36,4xx,sand_cast,,,,,2022,2.717828088671384,2.724112405213544,0.0,14410.098
60,31,36,5xx,sand_cast,,,,,2022,15.015102255577778,14.994913920725226,0.0,14410.098
61,32,36,7xx,sand_cast,,,,,2022,2.5629937399895866,2.556778280783015,0.0,14410.098
62,33,36,other,sand_cast,,,,,2022,83.48976674089235,83.53643784849982,0.0,14410.098
63,28,38,2xx,permanent_semi_permanent_mold_cast,,,,,2022,4.001717468597679,4.007570873994984,0.0,14410.098
64,29,38,3xx,permanent_semi_permanent_mold_cast,,,,,2022,360.7139425321526,361.0386396792093,0.0,14410.098
65,30,38,4xx,permanent_semi_permanent_mold_cast,,,,,2022,5.226955383608562,5.236981750825869,0.0,14410.098
66,31,38,5xx,permanent_semi_permanent_mold_cast,,,,,2022,29.81066401244007,29.787661626992048,0.0,14410.098
67,32,38,7xx,permanent_semi_permanent_mold_cast,,,,,2022,5.482831642958336,5.4815844129611175,0.0,14410.098
68,33,38,other,permanent_semi_permanent_mold_cast,,,,,2022,162.26891503497137,162.39863798126444,0.0,14410.098
69,33,40,other,other_cast,,,,,2022,22.789268972261368,22.720704677867648,0.0,14410.098
70,25,97,cast_aluminum_ingot,export_cast_aluminum_ingot,300.0,,,,2022,257.69951570278016,244.56017242427504,60.0,540.0
71,24,109,wrought_aluminum_ingot,export_wrought_aluminum_ingot,,,,,2022,7.047623806676483,24.380804574730035,0.0,14410.098
72,34,35,die_cast,scrap_cast,,,,,2022,409.9779984174904,409.1513519497738,0.0,14410.098
73,35,34,scrap_cast,die_cast,,,,,2022,409.9106970046063,409.07264817814934,0.0,14410.098
74,36,37,sand_cast,scrap_sand_cast,,,,,2022,205.12087284634174,206.69817955201478,0.0,14410.098
75,37,36,scrap_sand_cast,sand_cast,,,,,2022,205.5639514387372,207.16652345489064,0.0,14410.098
76,38,39,permanent_semi_permanent_mold_cast,scrap_semi_permanent_mold_cast,,,,,2022,159.01117065625579,158.27728587984177,0.0,14410.098
77,39,38,scrap_semi_permanent_mold_cast,permanent_semi_permanent_mold_cast,,,,,2022,159.15221851992064,158.4218714892591,0.0,14410.098
78,40,41,other_cast,scrap_other_cast,,,,,2022,15.394278479297075,15.377208763570742,0.0,14410.098
79,41,40,scrap_other_cast,other_cast,,,,,2022,15.409546343793174,15.39452238610312,0.0,14410.098
80,34,98,die_cast,export_cast_semifinished_products,,,,,2022,18.422604630266505,18.42452812517178,0.0,14410.098
81,42,51,1xxx,rolling,,,,,2022,999.8134009924352,997.7335825088603,0.0,14410.098
82,42,53,1xxx,extrusion,,,,,2022,264.4379184653989,265.80653136748623,0.0,14410.098
83,42,55,1xxx,drawing,,,,,2022,111.44453464393281,109.64119703235019,0.0,14410.098
84,42,57,1xxx,other_milling_processes,,,,,2022,52.88872013078073,53.794453335789875,0.0,14410.098
85,43,51,2xxx,rolling,,,,,2022,71.41621095902333,70.92572120239299,0.0,14410.098
86,43,53,2xxx,extrusion,,,,,2022,72.38286597655821,73.16200109712196,0.0,14410.098
87,43,55,2xxx,drawing,,,,,2022,4.171658693285411,4.21537732201806,0.0,14410.098
88,43,57,2xxx,other_milling_processes,,,,,2022,7.769549277592377,7.841967459947295,0.0,14410.098
89,44,51,3xxx,rolling,,,,,2022,1255.1698015887525,1259.2485129670424,0.0,14410.098
90,44,53,3xxx,extrusion,,,,,2022,328.4704828872937,331.2451797127381,0.0,14410.098
91,44,55,3xxx,drawing,,,,,2022,45.61428972359208,45.700179379015914,0.0,14410.098
92,44,57,3xxx,other_milling_processes,,,,,2022,22.460453630805066,22.67092668996248,0.0,14410.098
93,45,51,4xxx,rolling,,,,,2022,25.596632052310017,26.04063061042523,0.0,14410.098
94,45,57,4xxx,other_milling_processes,,,,,2022,66.19809669280652,66.51437837763068,0.0,14410.098
95,46,51,5xxx,rolling,,,,,2022,1873.1897677409822,1878.0871445245514,0.0,14410.098
96,46,53,5xxx,extrusion,,,,,2022,165.35525323356455,165.06678821795703,0.0,14410.098
97,46,55,5xxx,drawing,,,,,2022,49.43046420943973,49.17406172814712,0.0,14410.098
98,46,57,5xxx,other_milling_processes,,,,,2022,28.774478913339596,29.57311963705251,0.0,14410.098
99,47,51,6xxx,rolling,,,,,2022,917.8569786901801,921.4734149515835,0.0,14410.098
100,47,53,6xxx,extrusion,,,,,2022,1874.7827781596282,1844.478069309668,0.0,14410.098
101,47,55,6xxx,drawing,,,,,2022,46.06224416733632,46.15564766076717,0.0,14410.098
102,47,57,6xxx,other_milling_processes,,,,,2022,5.262752581044098,5.6077795194132305,0.0,14410.098
103,48,51,7xxx,rolling,,,,,2022,179.42883597308278,179.23623785536466,0.0,14410.098
104,48,53,7xxx,extrusion,,,,,2022,144.89125053632873,145.0857912040426,0.0,14410.098
105,48,55,7xxx,drawing,,,,,2022,1.477766776774982,1.9426783439486994,0.0,14410.098
106,48,57,7xxx,other_milling_processes,,,,,2022,163.7309348592708,162.5205471987676,0.0,14410.098
107,49,51,8xxx,rolling,,,,,2022,6.024787898109065,6.1496326637913095,0.0,14410.098
108,49,53,8xxx,extrusion,,,,,2022,31.024865093378473,31.47248629470794,0.0,14410.098
109,49,55,8xxx,drawing,,,,,2022,29.446576336427132,29.687867616709664,0.0,14410.098
110,49,57,8xxx,other_milling_processes,,,,,2022,2.95729293731457,3.049810797291193,0.0,14410.098
111,34,69,die_cast,building_construction,,,,,2022,19.898949018675125,20.245882729230868,0.0,14410.098
112,34,70,die_cast,transportation_auto,,,,,2022,908.766029435722,908.3944923544626,0.0,14410.098
113,34,71,die_cast,transportation_other,,,,,2022,155.38516830318417,156.58375104397166,0.0,14410.098
114,34,72,die_cast,machine_industry,,,,,2022,47.674830809821636,47.43097775450016,0.0,14410.098
115,34,73,die_cast,electrical_equipment,,,,,2022,54.736630905929445,54.8851187965688,0.0,14410.098
116,34,74,die_cast,consumer_durables,,,,,2022,88.07560529266432,87.71390402744235,0.0,14410.098
117,34,76,die_cast,other_end_uses,,,,,2022,49.83751479478125,50.393643814504856,0.0,14410.098
118,36,70,sand_cast,transportation_auto,,,,,2022,201.80745363965715,201.70467514496858,0.0,14410.098
119,36,71,sand_cast,transportation_other,,,,,2022,43.81304762799,44.00207012185214,0.0,14410.098
120,36,72,sand_cast,machine_industry,,,,,2022,8.513448367659048,8.58367446766773,0.0,14410.098
121,36,73,sand_cast,electrical_equipment,,,,,2022,9.292983073227253,9.38731248660152,0.0,14410.098
122,36,74,sand_cast,consumer_durables,,,,,2022,20.00453977589758,20.19765596448376,0.0,14410.098
123,36,76,sand_cast,other_end_uses,,,,,2022,12.705923642492696,13.060631641103475,0.0,14410.098
124,38,70,permanent_semi_permanent_mold_cast,transportation_auto,,,,,2022,372.2399695728913,373.20315793881423,0.0,14410.098
125,38,71,permanent_semi_permanent_mold_cast,transportation_other,,,,,2022,82.88158336821353,83.16046488708537,0.0,14410.098
126,38,72,permanent_semi_permanent_mold_cast,machine_industry,,,,,2022,18.76431837481511,18.745143539146362,0.0,14410.098
127,38,73,permanent_semi_permanent_mold_cast,electrical_equipment,,,,,2022,21.051888195994312,21.358210542086184,0.0,14410.098
128,38,74,permanent_semi_permanent_mold_cast,consumer_durables,,,,,2022,42.777142043104156,42.10826750076194,0.0,14410.098
129,38,76,permanent_semi_permanent_mold_cast,other_end_uses,,,,,2022,30.73214387664216,30.371258871797796,0.0,14410.098
130,40,76,other_cast,other_end_uses,,,,,2022,22.991637074482203,22.919536842689308,0.0,14410.098
131,50,51,import_mill_semifinished_products,rolling,1460.0,,,,2022,1210.9028466300203,1213.2309395668206,291.99999999999994,2627.9999999999995
132,50,53,import_mill_semifinished_products,extrusion,44.39,,,,2022,8.87800001658967,9.135375059690597,8.878,79.902
133,50,55,import_mill_semifinished_products,drawing,,,,,2022,252.5058905526522,252.37063532981352,0.0,14410.098
134,50,57,import_mill_semifinished_products,other_milling_processes,,,,,2022,0.5001173418524535,0.5577100070611372,0.0,14410.098
135,50,59,import_mill_semifinished_products,sheet_plate,,,,,2022,0.2984900745345855,0.4086373394238475,0.0,14410.098
136,50,61,import_mill_semifinished_products,foil,148.0,,,,2022,169.29375409118808,169.36301644805698,29.6,266.40000000000003
137,50,63,import_mill_semifinished_products,extruded_products,,,,,2022,0.09048419893255259,0.300572013978197,0.0,14410.098
138,50,65,import_mill_semifinished_products,wire,7.16,,,,2022,7.317827360002005,7.31991876980412,1.4320000000000002,12.888
139,50,66,import_mill_semifinished_products,forging_impacts,,,,,2022,0.47689304903493407,0.5224701211802087,0.0,14410.098
140,50,67,import_mill_semifinished_products,powerder_paste,18.6,,,,2022,16.604970089656742,16.58229626728653,3.7200000000000006,33.480000000000004
141,51,52,rolling,scrap_rolling,,,,,2022,1397.2957944953966,1384.4790128980783,0.0,14410.098
