flow_idx,flow_label,rhat,ess,mean,sd,q2.5,q97.5,converged
0,bauxite_mining -> bauxite,0.9995481710093633,2831.6114260643153,193.47685089267648,34.911878752164704,125.83734608384148,261.05356729893316,True
1,import_of_bauxite -> bauxite,0.9992926610229482,3200.0,3742.548053023945,104.68575093527414,3537.729892253572,3949.134484772446,True
2,bauxite -> export_bauxite,0.9998016072455119,3200.0,8.833449838529683,1.4652397657054816,5.336078902475776,10.729062951828078,True
3,bauxite -> bauxite_non_aluminum_use,0.9998610019698291,3002.274748261094,191.73053349013597,29.749051450861078,133.74664693314375,249.04262126022326,True
4,bauxite -> bauxite_refining_to_alumina,0.9990490342127942,3200.0,3717.804499626197,107.61153214057785,3502.1475337879024,3929.292161316175,True
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.9998427576221713,3200.0,1303.1782276301471,53.016346740674834,1202.0894792246315,1405.8152545872745,True
6,bauxite_refining_to_alumina -> waste_bauxite,0.9995179490193764,3200.0,1990.866976686787,94.59295168215864,1809.3273006994787,2169.0202107282967,True
7,bauxite_refining_to_alumina -> export_alumina,0.9999307570922524,3200.0,286.74338751374177,19.749180587675816,239.58983657252804,312.0621356020991,True
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.9997024381695733,3200.0,714.1293762911766,55.25219405532657,608.493204080779,821.024163321658,True
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.9995015207642947,3200.0,717.0860512632408,43.83493286979708,631.5741403209407,804.0172131554364,True
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.9993721059068091,3200.0,1079.2210002952945,67.57677629243175,948.3904485909583,1213.1826123664935,True
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.9992565136588129,3200.0,616.1754586148791,37.179001058911744,545.8554126686415,687.5254611184496,True
12,primary_smelting_hall_hauroult_to_aluminum -> refining,1.0000195845016344,3090.6074112947335,321.8618441680679,29.356221869115487,263.64540722900625,379.2794293933974,True
13,import_unwrought_aluminum_ingot -> remelting,0.9989932115237484,3200.0,2977.8148210311933,83.32674755135298,2812.3486735103374,3141.6103527938653,True
14,import_unwrought_aluminum_ingot -> refining,0.9998582266888574,3200.0,1366.746745361858,43.76456846215051,1281.9110745785395,1452.8967247740716,True
15,remelting -> loss_remelting,0.9993824579344592,3176.9420317306453,103.9372101712394,61.07618647917636,7.3691103431486855,233.93008980735166,True
16,remelting -> wrought_aluminum_ingot,1.000299545381704,3159.5125669477857,8687.290319629232,262.83584491249394,8177.508225376362,9217.984123993423,True
17,refining -> loss_refining,0.9999954921731491,3200.0,97.03115658957299,29.9019593066231,37.52829500901485,154.52962839159446,True
18,refining -> cast_aluminum_ingot,0.9996596789626703,3200.0,2486.6046065447554,81.424888655305,2329.4166274659688,2648.8991094944763,True
19,alloying_element_si -> remelting,0.9997599506972661,3200.0,362.3924232315639,79.15428616442549,209.09964205841916,522.2188340986814,True
20,alloying_element_si -> refining,1.0007187718522625,3200.0,160.3217522329991,39.00879241871117,82.79932853475655,236.9282915471666,True
21,alloying_element_mg -> remelting,0.9994947515224102,3070.7749000838326,107.27348052160667,34.728615618217425,37.98352080643239,175.95194870027996,True
22,alloying_element_mg -> refining,0.9994431332581407,3200.0,0.4630267417901158,0.2706121343136584,0.03726723871778477,1.0451483927913856,True
23,alloying_element_other -> remelting,0.9998880870170742,3200.0,21.748971064141152,8.203638813596449,5.822478530412732,38.022423901946865,True
24,alloying_element_other -> refining,0.99943280316797,3200.0,25.11663936611519,8.154766378246144,9.356041197469054,41.114567662634,True
25,import_scrap -> eol_scrap_generated,1.0004131454491108,2941.389827391501,709.6002406847605,26.240490262188143,656.5421328511773,760.5493318679742,True
26,eol_scrap_generated -> export_eol_scrap,0.9996707464861913,3019.6825153806444,1781.8435770292087,65.19859334816567,1653.5635014119155,1909.5586026063206,True
