flow_idx,from_node,to_node,posterior_median,posterior_ci_lo,posterior_ci_hi,posterior_ci_width,relative_ci_width,obs: observation_2022,n_observations,determined_by,prior_mean,prior_sd,contraction,shift_in_prior_sd,share_observations,share_prior,share_mass_balance,share_allocation,share_aggregate_observations
94,4xxx,other_milling_processes,67.4006831814737,27.89205235899678,107.67872224808062,79.78666988908384,1.183766486079397,,0,structure-determined,61.69219170836863,27.185085270905283,0.4445760189360163,0.2054940002114344,0.0,0.465576934865725,0.5339999307281524,0.0004231344061227,0.0
95,5xxx,rolling,1846.9064511481324,1202.1063435882793,2495.580268703261,1293.4739251149817,0.700346205575757,,0,structure-determined,2155.826938036029,918.2391508862852,0.8710384617128262,-0.3386576844354281,0.0,0.1072675360016225,0.8920107102189647,0.0007217537794126,0.0
96,5xxx,extrusion,163.6360231299567,82.37980572803491,243.99290534602954,161.61309961799464,0.9876376639246757,,0,structure-determined,169.67020519386622,88.01574405690715,0.7759901486391341,-0.0621792488388629,0.0,0.1315143281670972,0.8183959814314253,0.0500896904014773,0.0
97,5xxx,drawing,47.912160966759345,18.634990324982617,77.68458034891603,59.04959002393341,1.2324551602859455,,0,prior-informed,41.014116396421045,23.11337461118568,0.5700223437526338,0.3038294007533024,0.0,0.5297197785146638,0.4371212493795409,0.0331589721057951,0.0
98,5xxx,other_milling_processes,29.687427438132303,10.212795681732498,49.411681899026554,39.19888621729406,1.320386763015534,,0,structure-determined,23.591596099263427,11.894540237055027,0.29495800979891,0.5113764478321592,0.0,0.4069309007611785,0.5715254361142004,0.021543663124621,0.0
99,6xxx,rolling,899.6399280410009,466.23120934260567,1351.8072571198368,885.5760477772311,0.9843672120084817,,0,structure-determined,948.233008182235,505.81932179999984,0.8052353538191256,-0.0894637043398113,0.0,0.3948978498939674,0.6006632838875844,0.0044388662184482,0.0
100,6xxx,extrusion,1831.1305336075734,1392.9503322714138,2254.749402076672,861.7990698052583,0.4706377038601384,,0,structure-determined,2164.693757338217,454.0673027050395,0.7700889886883681,-0.731631118724731,0.0,0.3793266488198606,0.6201661450920587,0.0005072060880806,0.0
101,6xxx,drawing,45.36410341004074,7.741841293090946,86.92119249229361,79.17935119920267,1.7454186294284255,,0,prior-informed,46.60559695307237,24.47051441660587,0.2870769619380215,-0.036544420817166,0.0,0.6153147450874373,0.3813222505460605,0.003363004366502,0.0
102,6xxx,other_milling_processes,5.453493741817802,0.6963596066348624,11.420381607202495,10.724022000567633,1.9664498591673485,,0,prior-informed,6.031554657321702,3.081831579565389,0.1635306070374984,-0.1475111861818067,0.0,0.6926773858728374,0.3061693896652999,0.0011532244618626,0.0
103,7xxx,rolling,177.44978908706454,74.57190142960624,281.86766488946284,207.2957634598566,1.168193912916675,,0,structure-determined,166.20239953828624,90.45996225757816,0.6559390888534115,0.1284467962163215,0.0,0.4137266926190325,0.5839154933058144,0.002357814075153,0.0
104,7xxx,extrusion,142.84926075419236,41.74664532210185,248.924251901451,207.17760657934915,1.4503232672365711,,0,structure-determined,159.4537383905876,89.84810522787691,0.6630464223476605,-0.1781844127620328,0.0,0.4103857733477562,0.5872164380471028,0.0023977886051408,0.0
105,7xxx,drawing,1.859867353323586,0.1218314627112339,4.657108032965003,4.535276570253769,2.438494638958645,,0,prior-informed,2.9183130016361947,1.5533197864289077,0.3850925000837722,-0.6045369168085495,0.0,0.8717481884674961,0.112168541357629,0.0160832701748749,0.0
106,7xxx,other_milling_processes,162.1987570058513,78.90532003224236,239.68357912952683,160.7782590972845,0.991242239245301,,0,structure-determined,179.85855277886935,83.60105794499903,0.7601933246105552,-0.2179521783276448,0.0,0.4104287879463978,0.5887664725676824,0.0008047394859197,0.0
107,8xxx,rolling,6.089612833899724,1.0434759184586573,11.380762920233817,10.33728700177516,1.6975277876828943,,0,structure-determined,7.051514547312161,3.6030395299162974,0.4492490609118631,-0.2570789013381971,0.0,0.3778669865815038,0.5995653428976765,0.0225676705208197,0.0
108,8xxx,extrusion,31.297876673632338,7.673258678277096,55.03396992265627,47.360711244379175,1.513224418967673,,0,structure-determined,36.44309442588579,17.998314763757165,0.5491588767773139,-0.286238228512545,0.0,0.371792750341586,0.6264471023967226,0.0017601472616913,0.0
109,8xxx,drawing,29.206411587711848,7.972160970336284,52.59445854130373,44.62229757096745,1.5278254035747958,,0,structure-determined,31.597044001232373,19.760822485271333,0.6587056258694342,-0.105712983974597,0.0,0.3763080716172528,0.6215857542639608,0.0021061741187863,0.0
110,8xxx,other_milling_processes,2.998834933497278,0.7190358881083294,5.335789505656082,4.616753617547753,1.5395157519269118,,0,structure-determined,2.9982590054662337,1.5666693673619967,0.4286601094765842,0.0076390092280787,0.0,0.4108331084720615,0.4967257400372321,0.0924411514907062,0.0
111,die_cast,building_construction,19.713158942866222,3.259549733707223,38.209249288391746,34.94969955468452,1.7729121778999344,,0,prior-informed,19.164687332093724,9.917587646409176,0.1790714599677968,0.078895819681545,0.0,0.5196036320556808,0.4478344413955418,0.0325619265487773,0.0
112,die_cast,transportation_auto,896.3359505569978,745.0185401338016,1044.965448581928,299.94690844812646,0.33463670430906467,,0,structure-determined,1006.8743635669668,156.2998170709674,0.7609257477402547,-0.7144772245720379,0.0,0.3054582509358675,0.6905403547242089,0.0040013943399237,0.0
113,die_cast,transportation_other,153.13950795176203,72.70481891379521,235.22332930441425,162.51851039061904,1.0612448254816866,,0,structure-determined,152.8585076937074,79.28950191671427,0.7266890475471695,0.0038475355902911,0.0,0.3441237510276743,0.6307398176542545,0.0251364313180712,0.0
114,die_cast,machine_industry,47.11796611219299,16.33135134076883,78.18749640798073,61.8561450672119,1.3127931906043167,,0,structure-determined,36.17418283422157,18.672235839039526,0.2954489412914717,0.5891902782443443,0.0,0.3970546128261175,0.5745740695569064,0.0283713176169761,0.0
115,die_cast,electrical_equipment,55.0088048988044,18.202822937857345,91.18248608873012,72.97966315087277,1.32669057771984,,0,structure-determined,46.857791803824334,24.383638156483244,0.409531507927826,0.336125620691474,0.0,0.396704200365482,0.5428654416079562,0.0604303580265617,0.0
116,die_cast,consumer_durables,86.86609605281703,34.71192246158931,140.9587387234247,106.24681626183538,1.2231102937702452,,0,structure-determined,92.77938935757578,49.24441700555914,0.6932593542310349,-0.1194451773852958,0.0,0.3449596017158743,0.5876357242788509,0.0674046740052747,0.0
117,die_cast,other_end_uses,49.601034001864484,8.51676980568401,94.38925012925142,85.87248032356742,1.7312639151905482,,0,structure-determined,74.40502807958862,38.06082577865554,0.6629519282250252,-0.647799087414362,0.0,0.3056568934285972,0.6908259181843023,0.0035171883871003,0.0
118,sand_cast,transportation_auto,200.5968139563537,156.3125036381115,243.91934427597207,87.60684063786056,0.4367309675064044,,0,structure-determined,207.1671376583716,34.90821705489042,0.5950170936523165,-0.1878638286122807,0.0,0.463024188238042,0.5334165362060653,0.0035592755558926,0.0
119,sand_cast,transportation_other,43.6001914500685,14.26966663409739,72.2498617272077,57.98019509311031,1.32981514908048,,0,structure-determined,41.59883173190962,21.792989092946403,0.53882560073256,0.0896962593426522,0.0,0.4649679588369104,0.5100760184197891,0.0249560227433004,0.0
120,sand_cast,machine_industry,8.675344763064311,2.958762210818069,14.58336551746037,11.624603306642301,1.3399586557222023,,0,prior-informed,5.95894410137715,3.1263564191760183,0.0904833692832246,0.8761711168076302,0.0,0.7144604799717877,0.2452722346630398,0.0402672853651723,0.0
121,sand_cast,electrical_equipment,9.452997330285955,2.221527432525768,16.84023172973715,14.618704297211384,1.54646233215102,,0,prior-informed,7.9578239401207105,4.155335679169663,0.1842307802840981,0.3530395571882617,0.0,0.6627609481003401,0.2778532122013779,0.0593858396982818,0.0
122,sand_cast,consumer_durables,20.040612816600188,7.199862501585864,32.686893460172705,25.487030958586843,1.271769041786748,,0,prior-informed,15.819072258092593,8.3281666774584,0.3791703180958455,0.5146321076782067,0.0,0.506086648511388,0.4057975467303678,0.0881158047582442,0.0
123,sand_cast,other_end_uses,12.74284501011074,2.2723976993372004,25.036540391001385,22.764142691664183,1.7864254547239726,,0,structure-determined,15.102773788863784,7.699445830572603,0.4174034279255674,-0.2858394217292859,0.0,0.3560886167980726,0.6222336751495937,0.0216777080523336,0.0
124,permanent_semi_permanent_mold_cast,transportation_auto,369.50775542126223,303.20002568819683,433.9938218067726,130.79379611857576,0.3539676615703574,,0,structure-determined,389.424040004564,66.27419647582101,0.7432853068907359,-0.3022774706967103,0.0,0.3399646419201674,0.6555818479426113,0.0044535101372214,0.0
125,permanent_semi_permanent_mold_cast,transportation_other,82.19250008616223,42.81421944686225,122.761264195731,79.94704474886875,0.9726805324702428,,0,structure-determined,69.90871033849609,36.578509122729535,0.691790421536824,0.3358611354924598,0.0,0.3520137678125575,0.6180710631446162,0.0299151690428262,0.0
126,permanent_semi_permanent_mold_cast,machine_industry,18.228623860200614,4.405237597588492,33.060790123499245,28.655552525910753,1.5720085479670096,,0,structure-determined,18.12271912875712,9.377604049102828,0.3901709466033045,0.0202342558242337,0.0,0.4304322550947836,0.4999234964133793,0.069644248491837,0.0
127,permanent_semi_permanent_mold_cast,electrical_equipment,21.43038192965143,4.4453063083543976,38.78733548428898,34.342029175934584,1.6024926335269083,,0,structure-determined,23.841873478952827,12.528950869013974,0.4965730918308151,-0.1844449503333947,0.0,0.3927763957828491,0.5073628311919344,0.0998607730252165,0.0
128,permanent_semi_permanent_mold_cast,consumer_durables,42.64792032479353,14.856762684909064,70.77970776381703,55.922945078907965,1.3112701546292505,,0,structure-determined,46.73434721135557,24.78712484021124,0.674743487624814,-0.1657686117583821,0.0,0.3509853942912406,0.5852629605598131,0.0637516451489463,0.0
129,permanent_semi_permanent_mold_cast,other_end_uses,30.503011704874183,10.625104433347351,51.00813687997639,40.38303244662904,1.3239031226603795,,0,structure-determined,34.42005221359269,17.628298415964736,0.6631983682666301,-0.2160731866071123,0.0,0.3109901328238123,0.672672788258589,0.0163370789175987,0.0
130,other_cast,other_end_uses,22.836551489518385,17.79947280977313,27.9127414806666,10.113268670893472,0.4428544596821154,,0,structure-determined,25.155560494964337,3.0872187690811583,0.3024840289187982,-0.7468764240767589,0.0,0.3741082769605461,0.6241576461034316,0.0017340769360222,0.0
131,import_mill_semifinished_products,rolling,1216.0463939999195,1139.5080829248227,1291.5314205121238,152.02333758730106,0.12501442242450425,1460.0,1,structure-determined,1132.0209680989335,66.6334955280942,0.6645794007358685,1.2621213995254426,0.1696387495218513,0.3277311079517702,0.2652510603993867,0.1507439502665007,0.0866351318604909
132,import_mill_semifinished_products,extrusion,9.089824581973073,8.88915308472707,9.590313928889282,0.7011608441622119,0.07713689497955253,44.39,1,prior-informed,0.4230552818065736,0.3350224489301772,0.66001959244919,25.997371641107037,0.0216056546510481,0.9781351282405212,0.0001301352664373,0.000118881822852,1.0200019141115448e-05
133,import_mill_semifinished_products,drawing,253.43813221920482,228.38607126866614,277.4587571008326,49.07268583216646,0.1936278704489595,,0,prior-informed,224.48020552180083,13.894059080218511,0.18122493414603,2.0706648610109943,0.0,0.6298518382515674,0.3568031016572628,0.0120966541520419,0.0012484059391276
134,import_mill_semifinished_products,other_milling_processes,0.5231619371160854,0.05383598916684495,1.164183175002096,1.110347185835251,2.122377617829016,,0,prior-informed,0.4302681487903707,0.3336836729628422,0.2299167639632882,0.3325430662321096,0.0,0.9926724764816126,0.0071977251522872,0.0001195416745483,1.025669155182916e-05
135,import_mill_semifinished_products,sheet_plate,0.3760114944495181,0.026027096232181822,0.9805873767833206,0.9545602805511388,2.5386465431026726,,0,prior-informed,0.4275551509988541,0.3358659565927053,0.4155925753004738,-0.0495477209729978,0.0,0.999805253976208,6.18217587054409e-05,0.0001224205853623,1.0503679723917496e-05
136,import_mill_semifinished_products,foil,169.10670579743112,157.09066900621562,181.3278296703514,24.237160664135786,0.14332465735077887,148.0,1,structure-determined,206.09149679803352,12.647132293350504,0.7571064012926135,-2.917565674041605,0.2867196488021121,0.3459526406914964,0.3510004821987217,0.0148225482899303,0.0015046800177393
137,import_mill_semifinished_products,extruded_products,0.26508957563705027,0.012463720393199079,0.8077544981339887,0.7952907777407896,3.0000831825604073,,0,prior-informed,0.426966925683222,0.3380285463867815,0.582463913649856,-0.3702517532931823,0.0,0.9996365206690356,0.0002288845588452,0.0001239590928816,1.0635679237460494e-05
138,import_mill_semifinished_products,wire,7.322352419328056,6.613411432677001,8.002521047155405,1.3891096144784036,0.18970810675701905,7.16,1,observation-driven,301.8239577099109,18.2545690763628,0.9996202118227068,-16.133223331236223,0.9892054087707902,0.0040892270910347,0.0065837246609579,0.0001094894907648,1.214998645228417e-05
139,import_mill_semifinished_products,forging_impacts,0.49984874344016433,0.04225120642767853,1.1127542420858196,1.070503035658141,2.1416539497338727,,0,prior-informed,0.427061197600059,0.3355942990612037,0.2619074669677197,0.2667316487574721,0.0,0.9416939034061952,0.0581866866810188,0.00010997413973,9.43577305553853e-06
140,import_mill_semifinished_products,powerder_paste,16.586738817267594,15.309857764744725,17.86646975596266,2.5566119912179364,0.15413590455505213,18.6,1,prior-informed,15.011950135250792,0.9135898265259076,0.4911981104586653,1.7263726054463648,0.1454060385945057,0.4353409690224811,0.4191020119887836,0.0001389280480348,1.2052346194640774e-05
141,rolling,scrap_rolling,1373.374409059507,855.1727078199511,1907.4585684189644,1052.2858605990132,0.7662046515921491,,0,structure-determined,1684.2720951648496,675.3361571405992,0.8421028952705986,-0.4605865933836641,0.0,0.170125478134603,0.8292788812344983,0.0005956406308987,0.0
142,rolling,sheet_plate,4039.7357262642718,3696.433257931493,4387.616853474731,691.1835955432384,0.17109624054106318,4002.691813,1,structure-determined,4592.981923311028,267.1519223430878,0.561549851855285,-2.0692882652740594,9.372626481508126e-05,0.3386767058045741,0.6596314121560455,0.0015981557745654,0.0
143,rolling,foil,476.0808211605115,392.59585763167,559.9033489393423,167.3074913076723,0.35142665671731455,,0,structure-determined,437.54219077307465,55.31070622326585,0.4044895636456499,0.6873730617500245,0.0,0.4154026090675167,0.5828158674595528,0.0017815234729303,0.0
144,rolling,export_milling_semifinished_products,644.3361763893975,568.260837957668,722.2155165645516,153.9546786068837,0.2389353325923499,826.6,1,structure-determined,382.6650819021624,180.2134556452604,0.9515856561843108,1.4525055850578292,0.002486309835426,0.1428134933803111,0.2553563622848949,0.0594737813805823,0.5398700531187857
145,scrap_rolling,forming_scrap_generated,1377.7038601976224,859.9672477629081,1911.6334364175607,1051.6661886546526,0.7633470581288769,,0,structure-determined,1687.3148867518537,675.4444770813342,0.8421153775384526,-0.4606856818545742,0.0,0.1810085804165723,0.8189914195834276,0.0,0.0
146,extrusion,scrap_extrusion,622.5507838646517,337.6680971370576,910.704700075031,573.0366029379734,0.9204656355593904,,0,structure-determined,720.1544011852613,340.0206114847419,0.8115438591180544,-0.2866860469321779,0.0,0.3281941178989863,0.6710638259806059,0.0007420561204078,0.0
147,extrusion,extruded_products,2166.6330040856374,1956.374473442686,2376.834036436577,420.45956299389127,0.1940612748910532,2873.886133,1,structure-determined,2386.519153274155,133.44085568145357,0.3538571451972232,-1.6456901992739223,4.658342996377563e-05,0.3517735045852418,0.647490640613896,0.0006892713708983,0.0
148,extrusion,export_milling_semifinished_products,72.80041263730268,29.904100585634442,91.10815703515368,61.20405644951924,0.840710295894099,51.1,1,structure-determined,139.5276882208356,91.84752725761813,0.9666056367039888,-0.7647856689361999,0.2079984091989256,0.2125447739778616,0.3401992701463776,0.0666558734845713,0.1726016731922639
149,scrap_extrusion,forming_scrap_generated,622.8480469902324,337.3729874857492,910.7304075321696,573.3574200464204,0.9205414110504739,,0,structure-determined,720.6878465355838,340.14464362076507,0.8114647758573578,-0.2888813543718308,0.0,0.3180240955979544,0.6819759044020456,0.0,0.0
150,drawing,scrap_drawing,194.9122641656216,157.98838478095507,233.0359185573328,75.04753377637772,0.3850323841736713,,0,structure-determined,186.6193351640478,25.358688462830127,0.4136984814144151,0.3287932053487116,0.0,0.3959181179425452,0.6030449392985463,0.0010369427589085,0.0
151,drawing,wire,330.58885966736545,280.65683311368355,381.2912711025413,100.63443798885777,0.30440964674404014,,0,structure-determined,224.0022448580945,41.3709215182463,0.6199377841103006,2.5800248150963627,0.0,0.4793596861365902,0.5173992346319033,0.0032410792315064,0.0
152,drawing,export_milling_semifinished_products,11.456943759572981,3.7863969109292213,14.880722585159713,11.094325674230491,0.9683494924168149,8.36,1,prior-informed,52.31684138055751,18.61829336322929,0.9732098240546166,-2.2265138719963744,0.2672885807593917,0.4413784063330658,0.2621218954803037,0.023274539847067,0.0059365775801717
153,scrap_drawing,forming_scrap_generated,195.41678015316637,158.09922463428927,233.51889703497457,75.4196724006853,0.38594266235259767,,0,structure-determined,186.58290092599484,25.381777210746407,0.4123618971448936,0.3483466723391349,0.0,0.3725841471327866,0.6274158528672135,0.0,0.0
154,other_milling_processes,scrap_other_milling_processes,166.22479893465052,94.26351344180574,234.03166430062146,139.76815085881572,0.8408381406059877,,0,structure-determined,170.85896289819584,81.76995947547726,0.8100756413297177,-0.0663395494953449,0.0,0.4293916345223763,0.5697003259145395,0.0009080395630841,0.0
155,other_milling_processes,forging_impacts,134.56919077203924,116.13023620903195,153.26816117001593,37.13792496098398,0.27597643077081274,149.1596564,1,structure-determined,144.1079107061926,11.91339629172236,0.3450349926505403,-0.79668087040894,8.453036186249858e-05,0.3651648026881394,0.6341709314381598,0.0005797355118382,0.0
156,other_milling_processes,powerder_paste,38.60192146052087,27.261963490044938,49.50529321453162,22.24332972448668,0.5762233817100395,,0,structure-determined,39.83783321654129,6.606287037713203,0.2720000427270972,-0.2010303317094839,0.0,0.4050207740294843,0.5936063360525378,0.0013728899179779,0.0
157,other_milling_processes,export_milling_semifinished_products,13.377924522444918,13.169613367250557,13.895412042980588,0.7257986757300312,0.054253458711948685,65.8,1,prior-informed,0.4238037751562652,0.3408320239203519,0.6658580644787064,38.12655383601754,5.007623577173327e-05,0.9904993694029104,0.007469799957582,0.0019118532251949,6.890117854085514e-05
158,scrap_other_milling_processes,forming_scrap_generated,166.3849258929856,94.37831313097948,234.2958947376344,139.91758160665492,0.8409270302325719,,0,structure-determined,170.89400954549637,81.81342951997487,0.8100289504702305,-0.0641162961354979,0.0,0.4320260579748247,0.5679739420251753,0.0,0.0
159,sheet_plate,scrap_sheet_plate,789.4794283637285,674.794218429599,902.6497536199519,227.85553519035284,0.28861491129997546,,0,structure-determined,823.6298657311346,73.14338567254993,0.3643384549352593,-0.475218465402102,0.0,0.4039104365653851,0.5918137088297759,0.0042758546048389,0.0
160,sheet_plate,building_construction,140.71098718853423,17.09609343029947,293.3112228966354,276.21512946633595,1.9629961738257438,,0,structure-determined,250.4856608274545,149.35185941416358,0.7694085315973064,-0.7127074660799673,0.0,0.3030121322734161,0.6904761556122039,0.0065117121143801,0.0
161,sheet_plate,transportation_auto,720.3704020012474,587.6270904263278,852.1685037725473,264.54141334621954,0.3672297093430019,,0,structure-determined,810.0470403033147,103.55759812283372,0.5725880999350301,-0.8673082004531916,0.0,0.3757213875087051,0.5814148429672221,0.0428637695240729,0.0
162,sheet_plate,transportation_other,507.76102387614026,406.0788801735863,613.0365085499933,206.957628376407,0.40758864632132696,,0,structure-determined,569.7549385446669,70.21537746393074,0.4247493149450988,-0.8751473528126361,0.0,0.3994506317497434,0.5843134034353452,0.0162359648149113,0.0
163,sheet_plate,machine_industry,236.64337833695657,174.35517906398206,297.9356732586267,123.58049419464464,0.5222224896514043,,0,structure-determined,279.7520383686596,34.65247614009185,0.1683115456129434,-1.252643035017275,0.0,0.3850981098919485,0.6098686228184408,0.0050332672896107,0.0
164,sheet_plate,electrical_equipment,160.765190356797,126.02721053453195,194.71363808629297,68.68642755176103,0.42724688969870045,,0,prior-informed,150.47134427753318,18.1299910004662,0.0773965639503545,0.5581394902182886,0.0,0.5490852712301075,0.4390446504633781,0.0118700783065143,0.0
165,sheet_plate,consumer_durables,231.15731675988405,170.53013186092707,292.65392087633063,122.12378901540356,0.5283146158953745,,0,structure-determined,275.11468988889703,34.00881269109502,0.1603785647579654,-1.2871687952786188,0.0,0.4602244020815219,0.5199439684379512,0.019831629480527,0.0
166,sheet_plate,container_packages,1229.4220092349412,1032.0811015351373,1435.7941883278836,403.71308679274625,0.328376329494844,,0,structure-determined,1423.1793164241535,186.91478453619945,0.6948482026265448,-1.029403800267435,0.0,0.3616701740537846,0.6297947677086081,0.0085350582376072,0.0
167,sheet_plate,other_end_uses,29.043848109811044,21.387260015059198,36.759961858606964,15.372701843547766,0.5292928741889009,,0,structure-determined,32.86623292417417,3.956530404017277,0.0185515527158738,-0.9631306691742147,0.0,0.4355270558215198,0.5640072666359809,0.0004656775424992,0.0
168,scrap_sheet_plate,fabrication_scrap_generated,786.3611667382158,672.4260700169516,899.581055433849,227.15498541689738,0.28886851872292235,,0,structure-determined,824.3434747462197,72.58661177986446,0.3540533670676982,-0.5294593226227401,0.0,0.407500390823079,0.5924996091769209,0.0,0.0
169,foil,scrap_foil,27.191278873993156,20.225661883182898,34.07561216658258,13.849950283399682,0.5093526622113511,,0,structure-determined,31.04531963506498,3.655235497192841,0.0813596288701163,-1.0734390470010629,0.0,0.3345852729840631,0.6651072691298995,0.0003074578860373,0.0
170,foil,building_construction,21.376512654118613,7.393122737300977,34.92107384424368,27.5279511069427,1.2877662298035732,,0,structure-determined,16.600558898474816,8.746514032900581,0.366773234930887,0.5460023269948191,0.0,0.4590413320980722,0.4498180343699255,0.0911406335320022,0.0
171,foil,transportation_auto,35.071339721546394,27.1492168222838,42.96105808689018,15.811841264606382,0.4508479399460248,,0,prior-informed,35.895336879014955,4.253840052867331,0.1130408509217072,-0.1869864563894603,0.0,0.7126696587647224,0.2262339289581543,0.0610964122771232,0.0
172,foil,transportation_other,11.661273329903999,9.130372420909275,14.199914088061497,5.069541667152222,0.4347331139346476,,0,prior-informed,11.02793255822469,1.3052390117222503,0.0336742772511109,0.4879141109115579,0.0,0.9495141491634465,0.040213665513085,0.0102721853234685,0.0
173,foil,machine_industry,3.057713406331592,2.36710128190723,3.7478399298423186,1.3807386479350887,0.4515592092692533,,0,prior-informed,2.9959875577671045,0.3525090515372307,0.0194855175857516,0.1676845546141247,0.0,0.9944739480347038,0.0047029645790536,0.0008230873862426,0.0
174,foil,electrical_equipment,5.065346436051509,3.903167961557497,6.239221635521078,2.336053673963581,0.4611833965268839,,0,prior-informed,5.0049621933148405,0.5992820181918348,0.0265358400214512,0.1118097547621398,0.0,0.9882549675195744,0.0094016180125988,0.0023434144678268,0.0
175,foil,consumer_durables,136.90197594842834,112.79465624760346,161.27133114713783,48.47667489953437,0.3540977006628142,,0,structure-determined,134.7130940566387,16.07901849545472,0.4142171598553035,0.1425908330736672,0.0,0.4276867848476433,0.4916139235548682,0.0806992915974885,0.0
176,foil,container_packages,402.05232685321073,336.27860193556006,468.0532059571191,131.774604021559,0.3277548598037835,,0,structure-determined,405.7957599550131,50.09667093770605,0.5555351836482514,-0.0739650364794926,0.0,0.41087618671626,0.5749789311980306,0.0141448820857094,0.0
177,foil,other_end_uses,0.8783756935744168,0.6460093964291077,1.117996372886917,0.4719869764578092,0.5373406617584439,,0,prior-informed,0.999868455029267,0.1194125262379399,0.0015316211007839,-1.0145112116568324,0.0,0.996955717995051,0.0029493689548947,9.491305005421376e-05,0.0
178,scrap_foil,fabrication_scrap_generated,27.117078242199376,20.122581950306557,33.95244381669447,13.829861866387912,0.5100056039542635,,0,structure-determined,31.046340388919,3.639923693875427,0.0748686960375301,-1.099609613487757,0.0,0.3363112596433165,0.6636887403566836,0.0,0.0
179,extruded_products,scrap_extruded_products,109.60371541858075,87.51867343182317,132.2237836117478,44.70511017992462,0.4078795140218934,,0,structure-determined,103.4701777694242,12.222399323734798,0.102398690112995,0.4997613206148715,0.0,0.4414268798084705,0.558199539241487,0.0003735809500424,0.0
180,extruded_products,building_construction,705.6137262777385,583.7647610008797,829.0001562871662,245.23539528628646,0.3475490713310737,,0,structure-determined,831.9490025534737,106.28669726725782,0.6481558158368543,-1.1863832476455525,0.0,0.3092057671294674,0.6814638791465043,0.0093303537240282,0.0
181,extruded_products,transportation_auto,257.6544064624494,203.79492536454364,310.1661495095297,106.37122414498606,0.412844575823269,,0,structure-determined,275.82671642345906,33.634209003131474,0.3466248401889996,-0.5540329957075328,0.0,0.4310373357414415,0.4916613103130557,0.0773013539455028,0.0
182,extruded_products,transportation_other,385.12480018232793,311.8785353528404,458.8628307664972,146.9842954136568,0.38165367523480875,,0,structure-determined,435.02309117201366,53.81981524224644,0.5104863797560149,-0.928021367592544,0.0,0.3875546128051867,0.5739719959459582,0.038473391248855,0.0
183,extruded_products,machine_industry,186.09161755395547,139.65245139023733,231.9869875166412,92.33453612640386,0.49617783616520156,,0,structure-determined,232.02013996296492,28.07377748983862,0.2934704618564605,-1.635265782039632,0.0,0.3894578874988063,0.595075248599401,0.0154668639017926,0.0
184,extruded_products,electrical_equipment,238.9948129908772,192.23485016082685,285.3790926001225,93.14424243929562,0.3897333221321882,,0,structure-determined,237.2328591833451,28.652214842018388,0.3035945903870172,0.0604307450817377,0.0,0.4337592111815421,0.5297543190323863,0.0364864697860714,0.0
185,extruded_products,consumer_durables,256.00268176310266,208.26158852270635,303.3606869821211,95.09909845941473,0.3714769618992376,,0,structure-determined,239.2165540956844,28.872250703293165,0.2975638764138612,0.579233282719614,0.0,0.4449844106256905,0.5079517423479957,0.0470638470263137,0.0
186,extruded_products,other_end_uses,38.66784001973981,29.58797390128468,47.570624053081254,17.982650151796573,0.4650544261747355,,0,structure-determined,38.83830995385778,4.646514247075457,0.0152174088847173,-0.0405810021359382,0.0,0.4000331990526291,0.5981933167064002,0.0017734842409706,0.0
187,scrap_extruded_products,fabrication_scrap_generated,110.14608107883075,88.04560499611533,132.71581723053205,44.670212234416724,0.4055542584619654,,0,structure-determined,103.46626476919435,12.131294764020035,0.094935935353604,0.5486412705235099,0.0,0.4449513200878656,0.5550486799121344,0.0,0.0
188,wire,building_construction,7.471366025398394,0.7176662943854454,17.025158322881527,16.307492028496082,2.182665388505915,,0,structure-determined,17.153449796476202,7.813641187172041,0.691177148322011,-1.2012168248147896,0.0,0.3744619720889026,0.458787178447513,0.1667508494635843,0.0
189,wire,transportation_other,10.382376255371401,7.624831118782229,13.162707861239126,5.537876742456897,0.5333920295550678,,0,prior-informed,12.296388367349822,1.4539484222597887,0.0405021274811783,-1.307030518527213,0.0,0.8682631346755749,0.0934780092379141,0.0382588560865108,0.0
190,wire,machine_industry,8.926687610772447,7.002658785357419,10.836971025866262,3.834312240508843,0.42953359719698436,,0,prior-informed,8.6478089914818,1.0074987170565732,0.0358206807654896,0.2724354716866591,0.0,0.9200904285675088,0.0598494451748522,0.0200601262576391,0.0
191,wire,electrical_equipment,296.2909721104887,247.69103488265534,345.4082920564719,97.71725717381656,0.3298016692097429,,0,structure-determined,471.7620476893576,39.8105023946304,0.608045850837422,-4.402911543397674,0.0,0.3709927227216915,0.627197626611305,0.0018096506670036,0.0
192,wire,consumer_durables,9.855537940191153,7.576110648388387,12.172185080119451,4.596074431731064,0.46634434970699534,,0,prior-informed,10.033506914689516,1.2025745680029094,0.0428129983134573,-0.1374146345748786,0.0,0.9053445427880784,0.066801458140299,0.0278539990716224,0.0
193,wire,other_end_uses,5.707682761206795,4.5607447902467495,6.85146193014067,2.2907171398939203,0.4013392537271266,,0,prior-informed,5.012423535715408,0.5951642891248254,0.0259341500674221,1.1778887260465345,0.0,0.918578316996863,0.0743409739623234,0.0070807090408135,0.0
194,forging_impacts,transportation_auto,30.067836097451675,24.498404656481604,35.826059832052714,11.32765517557111,0.37673662776587896,,0,structure-determined,32.94066544687825,3.895674562993291,0.4413829767422403,-0.7236139718856363,0.0,0.3648789419308186,0.5410943871450784,0.094026670924103,0.0
