name,source,n_flows,value,sigma,justification,reconciled_median,reconciled_ci_lo,reconciled_ci_hi,deviation,z_vs_sigma
AA Primary Aluminum Production,Aluminum Association,2,908.0,45.400000000000006,"Aluminum Association ASR Table 20, primary production, 2022",968.4174931168343,891.2617720883628,1046.8640876302788,60.417493116834294,1.3307817867144116
AA Imports of Ingot,Aluminum Association,2,3649.0,182.45000000000002,"Aluminum Association ASR Table 20, imports of ingot, 2022",4404.639822436056,4221.43335900315,4600.063681233415,755.6398224360564,4.141626870024973
AA Imports of Mill Products,Aluminum Association,10,2043.0,102.15,"Aluminum Association ASR Table 20, imports of mill products, 2022",1677.7844944715193,1598.3114226419186,1757.4663670491393,-365.21550552848066,-3.5752863977335356
AA Exports of Ingot,Aluminum Association,2,265.0,13.25,"Aluminum Association ASR Table 20, exports of ingot, 2022; covers both cast and wrought unwrought metal, hence both routes",271.3199098326678,248.66664954142337,295.5237035511665,6.319909832667804,0.47697432699379655
AA Exports of Mill Products,Aluminum Association,4,803.0,40.150000000000006,"Aluminum Association ASR Table 20, exports of mill products, 2022",731.2795650578782,657.9568018519254,803.0558043466403,-71.72043494212176,-1.7863122027925715
