flow_idx,flow_label,total_precision,share_observations,share_prior,share_allocation,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.0033102009967529494,0.005340699942565712,0.8037340462251604,0.04435901972554101,0.14656623410673286,1,observation_2022,332.2894743,332.2894743,0.0,prior-informed,279.3315766311604,46.928967728814186,313.1389931216936,99.9526745216045,0.7795585982671688,-0.3382342358755578
13,import_unwrought_aluminum_ingot -> remelting,0.00019775255570984342,0.2525970021500721,0.4818863836003878,0.11360528648135608,0.15191132776818408,1,observation_2022,2829.794168,2829.794168,0.0,prior-informed,3017.2469258199576,84.19414165712162,3592.2142315800734,193.3548994249822,0.8103934285441114,-2.9736371173940257
14,import_unwrought_aluminum_ingot -> refining,0.0013934532303794425,0.16469647376065633,0.731463732703127,0.08228122762779799,0.02155856590841866,1,observation_2022,1320.205832,1320.205832,0.0,prior-informed,1388.3816358255326,44.02516944116613,1589.0230093686755,92.16070924774019,0.7718027241658454,-2.177081482780176
15,remelting -> loss_remelting,0.00024702165481074614,0.0,0.7075207980703153,0.29247920192968463,0.0,0,,,,,prior-informed,85.83563294570371,55.73672163616359,159.91037255540172,97.58075228309573,0.6737469975348119,-0.7591122006806894
16,remelting -> wrought_aluminum_ingot,0.00014744601665640713,0.0007797069899071881,0.9990887344629643,0.00013155854712849547,0.0,1,observation_2022,8005.61,8005.61,0.0,prior-informed,8633.989371302932,349.9018636275737,9778.56276562939,777.4528101134325,0.7974443154052779,-1.4722094761731717
17,refining -> loss_refining,0.0019326606384170786,0.0,0.6635331393183176,0.33646686068168236,0.0,0,,,,,prior-informed,86.57994520827573,29.724529009829993,89.07317259744157,52.077583598075535,0.6742170779860912,-0.047875251056348406
18,refining -> cast_aluminum_ingot,0.001875554922733503,0.0006335438983673179,0.998965866864102,0.0004005892375306567,0.0,1,observation_2022,2490.138,2490.138,0.0,prior-informed,2434.257293684074,79.12658459563103,2607.210044408985,131.399744943028,0.6373766245248957,-1.316233534546812
19,alloying_element_si -> remelting,0.0002611997016108099,0.0,0.7040552430727544,0.29594475692724564,0.0,0,,,,,prior-informed,409.01985208719094,79.44902939712595,319.23877033415454,92.99206685655929,0.270062978899999,0.9654703329857606
20,alloying_element_si -> refining,0.0016632480495246535,0.0,0.7350577844937776,0.2649422155062224,0.0,0,,,,,prior-informed,184.1257298063153,38.58508753315048,131.39093922059712,53.7558867456049,0.48478687385210006,0.9810049424964568
21,alloying_element_mg -> remelting,0.0009206539030465157,0.0,0.9780836087532487,0.021916391246751266,0.0,0,,,,,prior-informed,113.8012334037318,34.51168983120075,80.73564793856336,35.185223418934285,0.037918589695858484,0.9397577236180004
22,alloying_element_mg -> refining,9.70943389391037,0.0,0.9504578370816537,0.04954216291834647,0.0,0,,,,,prior-informed,0.4631251668602333,0.26701364396586397,0.42571222774303297,0.33398663547138563,0.3608412631982113,0.1120192700656901
23,alloying_element_other -> remelting,0.019165743997397997,0.0,0.4959574068762415,0.5040425931237584,0.0,0,,,,,structure-determined,23.007228405236962,8.155166160646566,20.86220822101034,10.410000763705632,0.38628872011662496,0.20605379700885446
24,alloying_element_other -> refining,0.020305247222482066,0.0,0.5185830896675175,0.4814169103324824,0.0,0,,,,,prior-informed,26.406967052638446,8.129351810210377,20.7178737267433,10.345596927301678,0.3825515147198073,0.5499047919489134
25,import_scrap -> eol_scrap_generated,0.0016234779856545702,0.5250884244248514,0.47491157557514857,0.0,0.0,1,observation_2022,685.0,685.0,0.0,observation-driven,711.77394873664,27.16942818891308,719.2217609663195,44.30134096525404,0.6238792856452429,-0.1681170833072719
26,eol_scrap_generated -> export_eol_scrap,0.0005033091894265487,0.19868502721743703,0.7380252389503138,0.06328973383224923,0.0,1,observation_2022,2000.0,2000.0,0.0,prior-informed,1739.833494456364,65.15389702434935,1572.6152036440599,95.28251039432442,0.5324216302922431,1.754973605547074
27,eol_scrap_generated -> loss_eol_scrap,0.0002724892913840909,0.0,0.9490627266126289,0.05093727338737115,0.0,0,,,,,prior-informed,1764.2515656607638,227.97137473352984,1790.146797151055,534.4156890375746,0.8180289766101735,-0.04845522319325166
28,eol_scrap_generated -> eol_scrap_recycled,0.0022200549535559373,0.018881409029864765,0.9736946893344807,0.007423901635654649,0.0,1,observation_2022,1590.0,1590.0,0.0,prior-informed,1961.378787740004,100.80043411735882,2033.860680524858,187.13560928948561,0.7098571090996342,-0.3873228246620318
29,eol_scrap_recycled -> remelting,0.0019583473055208244,0.0,0.9942904513150015,0.005709548684998569,0.0,0,,,,,prior-informed,1320.3868145728393,102.61639357453032,1404.576836394358,243.2560066746475,0.8220465759485671,-0.3460963738261232
30,eol_scrap_recycled -> refining,0.0028337893529986782,0.0,0.9807232238396986,0.019276776160301497,0.0,0,,,,,prior-informed,640.9919731671674,77.37711980726147,632.795433638091,186.62411379845733,0.8280945667787882,0.04392004528379525
31,forming_scrap_generated -> loss_forming_scrap,0.002775574207317318,0.0,0.515098747356965,0.484901252643035,0.0,0,,,,,prior-informed,60.02330658495052,22.680185803584948,72.9913406393503,43.48044643549351,0.7279146070164549,-0.2982497908258331
32,forming_scrap_generated -> forming_scrap_recycled,0.0018420550499353584,0.0002442331260178087,0.9991630774921536,0.0005926893818285726,0.0,1,observation_2022,2083.0,2083.0,0.0,prior-informed,2269.149647370059,302.5230538382935,2700.7063515181785,732.2215383684215,0.829300616575271,-0.5893799643066211
33,forming_scrap_recycled -> remelting,0.0010104536433487776,0.0,0.9999999504305552,4.956944479356143e-08,0.0,0,,,,,prior-informed,2268.6695912856826,302.5190296916805,2708.0352352852497,732.2067849349634,0.8292982789916701,-0.6000567777292486
34,forming_scrap_recycled -> refining,8.615540040285065,0.0,0.9998223458157189,0.0001776541842810007,0.0,0,,,,,prior-informed,0.48005608438083064,0.28312708731200753,0.46402574315068906,0.34526955627103645,0.32757125716914615,0.046428481570375595
35,fabrication_scrap_generated -> loss_fabrication_scrap,0.013556226674115414,0.0,0.6629101773169997,0.33708982268300014,0.0,0,,,,,prior-informed,37.277181957598685,12.398421042939605,42.334241975025186,24.586037510787545,0.7456945418535486,-0.205688290160935
36,fabrication_scrap_generated -> fabrication_scrap_recycled,0.014904054338064314,0.0,0.9993475102194993,0.0006524897805007077,0.0,0,,,,,prior-informed,878.6950918150791,58.12858861221978,918.0766919992569,74.40871011263857,0.3897159714769224,-0.5292606218353023
37,fabrication_scrap_recycled -> remelting,0.00783164175861104,0.0,0.9999998095824019,1.9041759820626872e-07,0.0,0,,,,,prior-informed,878.038916656787,58.12801365950681,918.606914368421,75.2844672017521,0.4038436108262492,-0.5388627856383351
38,fabrication_scrap_recycled -> refining,8.586717964703848,0.0,0.9993198041582221,0.0006801958417778227,0.0,0,,,,,prior-informed,0.6561751582932197,0.3253392884890854,0.4619538074389556,0.3459404447529561,0.11555598743253881,0.5614300201092762
39,wrought_aluminum_ingot -> 1xxx,0.0029543955527983772,0.0,0.9979069246110087,0.002093075388991385,0.0,0,,,,,prior-informed,1398.06966950396,260.2875270095859,1508.989670337309,555.7608007330019,0.7806534079643489,-0.19958226756376976
40,wrought_aluminum_ingot -> 2xxx,0.3026333456952902,0.0,0.9998739672365404,0.00012603276345953806,0.0,0,,,,,prior-informed,153.76206031388864,35.79475642389333,155.71878993688455,40.46565115472585,0.21753349382394793,-0.04835532277768347
41,wrought_aluminum_ingot -> 3xxx,0.002233511872353537,0.0,0.9980036356047409,0.0019963643952591865,0.0,0,,,,,prior-informed,1609.2472941463209,311.50038684052083,1842.6335153526027,662.6121161940779,0.7789968647439172,-0.3522214814706518
42,wrought_aluminum_ingot -> 4xxx,0.9784906130213222,0.0,0.999960448685736,3.9551314264010046e-05,0.0,0,,,,,prior-informed,94.2724062834741,24.078682397343457,83.62759336576694,26.436440413143274,0.17041769486266145,0.4026568157948726
43,wrought_aluminum_ingot -> 5xxx,0.0012896241143808588,0.0,0.9978444985860914,0.002155501413908524,0.0,0,,,,,prior-informed,2039.2393717771693,359.27291068329396,2383.6480259876157,920.9439327571614,0.8478112455102539,-0.3739735308091352
44,wrought_aluminum_ingot -> 6xxx,0.0007950414239780382,0.0,0.995907259388757,0.00409274061124303,0.0,0,,,,,prior-informed,2768.861244027548,294.89463675751927,3154.510914914654,659.2252480115873,0.7998912478932818,-0.5850044003173976
45,wrought_aluminum_ingot -> 7xxx,0.02647154986066775,0.0,0.9986621401354174,0.0013378598645825386,0.0,0,,,,,prior-informed,481.965957034862,76.69428623634866,507.847912767252,93.67046507857084,0.3296205900022311,-0.2763086071012906
46,wrought_aluminum_ingot -> 8xxx,0.9857908231334715,0.0,0.9999606981974604,3.930180253964062e-05,0.0,0,,,,,prior-informed,70.26204155032306,20.921151569553267,78.0862416499044,25.968685253849458,0.350960323668677,-0.30129365515035134
47,cast_aluminum_ingot -> 36x,0.34042250717058997,0.0,0.9986646737556119,0.0013353262443880414,0.0,0,,,,,prior-informed,130.68469536273716,11.850066066361828,142.6776795698547,12.424244843614217,0.09029299182380268,-0.9652887847973839
48,cast_aluminum_ingot -> 38x,0.004921903893920733,0.0,0.9765268005188996,0.023473199481100385,0.0,0,,,,,prior-informed,1174.674216096244,64.17621120779097,1303.0434011914995,117.5240631338045,0.7018089857195622,-1.0922800120440315
49,cast_aluminum_ingot -> 2xx,200.20590974765472,0.0,0.9999975292050541,2.470794945849216e-06,0.0,0,,,,,prior-informed,5.924477401807809,0.39816771268655954,5.7820798815133125,0.4246727941735002,0.12093052198479615,0.33531114365739123
50,cast_aluminum_ingot -> 3xx,0.023616488701288147,0.0,0.9858584842378293,0.014141515762170733,0.0,0,,,,,prior-informed,542.5240687660174,31.4527519790407,554.7399813945599,41.29863189437014,0.4199759910141505,-0.29579460791309536
51,cast_aluminum_ingot -> 4xx,112.66712853433037,0.0,0.9999956148723708,4.3851276292727166e-06,0.0,0,,,,,prior-informed,7.989040577898451,0.5494824247903782,7.857393351354816,0.5729191641777728,0.08014173942472702,0.2297832482747695
52,cast_aluminum_ingot -> 5xx,3.5061089070212406,0.0,0.9998621628005655,0.0001378371994344002,0.0,0,,,,,prior-informed,44.613527151089556,3.107972609638985,44.685526862758636,3.2715498126891394,0.09749983298123799,-0.022007829863943604
53,cast_aluminum_ingot -> 7xx,109.44989294821802,0.0,0.9999954863449277,4.513655072248262e-06,0.0,0,,,,,prior-informed,8.073015537525555,0.5764837947238605,7.996742155764201,0.5911222057994315,0.04891428490322636,0.1290314946944039
54,cast_aluminum_ingot -> other,0.08781916220552832,0.0,0.9952819284285505,0.004718071571449511,0.0,0,,,,,prior-informed,266.1877632027128,16.947992102587193,280.10223539297266,19.542479304868827,0.24789723643505002,-0.7120116118937476
55,36x -> die_cast,0.3416837358011102,0.0,1.0,0.0,0.0,0,,,,,prior-informed,130.68469536273713,11.850066066361833,142.71675487601877,12.40373166347165,0.08728157317558727,-0.9700354570484165
56,38x -> die_cast,0.005478935534218264,0.0,1.0,0.0,0.0,0,,,,,prior-informed,1174.674216096244,64.17621120779094,1304.326330751646,117.77117160534735,0.703059006772518,-1.100881590019907
57,2xx -> sand_cast,242.6305315790304,0.0,0.8954414836943922,0.10455851630560778,0.0,0,,,,,prior-informed,1.9185178406067136,0.16282988133676427,1.9275870665916748,0.22914924455560334,0.4950697925916997,-0.03957781315207663
58,3xx -> sand_cast,0.0547018623346732,0.0,0.9516712475035903,0.04832875249640963,0.0,0,,,,,prior-informed,187.4147217325408,14.3378697138207,186.43316276433228,22.141008533633418,0.5806521113470169,0.04433217062888031
59,4xx -> sand_cast,137.85926639910963,0.0,0.8940109924611869,0.10598900753881317,0.0,0,,,,,prior-informed,2.7398257399799295,0.22244640126459325,2.615375270615681,0.3109376983646081,0.488195606983702,0.4002424602060206
60,5xx -> sand_cast,4.260120150536941,0.0,0.8904241165067159,0.10957588349328409,0.0,0,,,,,prior-informed,14.963970259640705,1.23063625304289,14.897199490731767,1.7469404743282833,0.5037469425567426,0.038221547837577204
61,7xx -> sand_cast,130.87698383892857,0.0,0.8934671123192772,0.10653288768072276,0.0,0,,,,,prior-informed,2.5684634390750056,0.2297153784394007,2.6607291506722435,0.3158541843741149,0.47105943945262463,-0.29211489402956053
62,other -> sand_cast,0.14028287396969952,0.0,0.8978934412339759,0.10210655876602415,0.0,0,,,,,prior-informed,82.71203132417882,6.873935032142561,85.02415867147519,10.019272279998887,0.5293061885789312,-0.2307679921936032
63,2xx -> permanent_semi_permanent_mold_cast,208.3792071746425,0.0,0.9694272274365081,0.03057277256349184,0.0,0,,,,,prior-informed,4.005959561201103,0.30320236628398933,3.855112716230267,0.40172601558973015,0.43035373002539534,0.3754968289753259
64,3xx -> permanent_semi_permanent_mold_cast,0.034889783814422204,0.0,0.980514498603998,0.019485501396002018,0.0,0,,,,,prior-informed,355.10934703347584,24.51578137087169,368.45713755306986,38.66934653666276,0.5980631605484139,-0.34517755574014813
65,4xx -> permanent_semi_permanent_mold_cast,117.6096116709767,0.0,0.9689528397304833,0.03104716026951668,0.0,0,,,,,prior-informed,5.249214837918538,0.4122151121370502,5.2429457675893545,0.5407184175221199,0.41882691428490615,0.01159396485496526
66,5xx -> permanent_semi_permanent_mold_cast,3.6796256325203145,0.0,0.968140306496454,0.031859693503545936,0.0,0,,,,,prior-informed,29.649556891448764,2.3429189448445134,29.793813490004396,3.091221998000252,0.42554748180753976,-0.04666652820436494
67,7xx -> permanent_semi_permanent_mold_cast,114.72973511910034,0.0,0.9696508426514151,0.030349157348584968,0.0,0,,,,,prior-informed,5.504552098450538,0.43321409784246284,5.335084347726071,0.5485515775683046,0.3763079250921587,0.3089367666677885
