flow_idx,from_node,to_node,from_node_name,to_node_name,value_1,value_2,value_3,value_4,year,map_estimate,posterior_mean,lower_bound,upper_bound
0,1,3,bauxite_mining,bauxite,164.00915,,,,2022,156.92739118825818,157.74111493578772,32.80183,295.21647
1,2,3,import_of_bauxite,bauxite,3280.183,,,,2022,3213.3585153476565,3213.6031799803704,656.0366,5904.3294000000005
2,3,85,bauxite,export_bauxite,6.0,,,,2022,6.005427355468407,6.000894479247612,1.2000000000000002,10.8
3,3,86,bauxite,bauxite_non_aluminum_use,164.00915,,,,2022,174.3719002236656,173.36370030572667,32.80183,295.21647
4,3,5,bauxite,bauxite_refining_to_alumina,3280.183,,,,2022,3186.7302054594866,3187.8333835329163,656.0366,5904.3294000000005
5,4,6,import_alumina,primary_smelting_hall_hauroult_to_aluminum,,,,,2022,1206.5606703323601,1210.188092984796,0.0,14410.098
6,5,87,bauxite_refining_to_alumina,waste_bauxite,1804.10065,,,,2022,1762.0241027392763,1760.7513214617375,360.82013000000006,3247.38117
7,5,88,bauxite_refining_to_alumina,export_alumina,174.0,,,,2022,186.3375560121315,186.1730797968395,34.800000000000004,313.2
8,5,89,bauxite_refining_to_alumina,alumina_non_aluminum_use,744.628,,,,2022,666.3814687224519,667.7561058365685,148.9256,1340.3304
9,5,6,bauxite_refining_to_alumina,primary_smelting_hall_hauroult_to_aluminum,557.45435,,,,2022,569.2953452690414,569.4441781997524,111.49087,1003.41783
10,6,90,primary_smelting_hall_hauroult_to_aluminum,waste_alumina,1352.934,,,,2022,863.9484560976512,866.7931406475739,270.5868,2435.2812
11,6,8,primary_smelting_hall_hauroult_to_aluminum,remelting,528.7105257,,,,2022,647.3086023760875,648.1846358829438,105.74210513999999,951.67894626
12,6,9,primary_smelting_hall_hauroult_to_aluminum,refining,332.2894743,,,,2022,264.5292413025066,264.70597119843546,66.45789486,598.12105374
13,7,8,import_unwrought_aluminum_ingot,remelting,2829.794168,,,,2022,2711.2668427851354,2710.4890068147074,565.9588335999999,5093.629502399999
14,7,9,import_unwrought_aluminum_ingot,refining,1320.205832,,,,2022,1250.4461559506963,1247.7763037289947,264.0411664,2376.3704976000004
15,8,91,remelting,loss_remelting,,,,,2022,148.44243237639736,181.03028340535226,0.0,14410.098
16,8,24,remelting,wrought_aluminum_ingot,8005.61,,,,2022,9344.188996822597,10101.309222606109,1601.122,14410.098
17,9,92,refining,loss_refining,,,,,2022,85.17083419309152,90.29890500807079,0.0,14410.098
18,9,25,refining,cast_aluminum_ingot,2490.138,,,,2022,2515.287324535198,2621.3667266200214,498.0276,4482.2484
19,10,8,alloying_element_si,remelting,,,,,2022,1182.9815699572068,1230.942415074098,0.0,14410.098
20,10,9,alloying_element_si,refining,,,,,2022,494.9513297514805,510.6131104464854,0.0,14410.098
21,12,8,alloying_element_mg,remelting,,,,,2022,311.65683075315263,691.202459359941,0.0,14410.098
22,12,9,alloying_element_mg,refining,,,,,2022,1.7213145557188607,4.454219523483892,0.0,14410.098
23,16,8,alloying_element_other,remelting,,,,,2022,38.156954898285164,125.6717435996845,0.0,14410.098
24,16,9,alloying_element_other,refining,,,,,2022,37.983554734685264,124.50549137715507,0.0,14410.098
25,17,18,import_scrap,eol_scrap_generated,685.0,,,,2022,684.6358259581435,684.257537836302,137.0,1233.0
26,18,93,eol_scrap_generated,export_eol_scrap,2000.0,,,,2022,1923.3856969276972,1933.478947794677,400.0,3600.0
27,18,94,eol_scrap_generated,loss_eol_scrap,,,,,2022,1972.0395836474859,2049.2635171868606,0.0,14410.098
28,18,19,eol_scrap_generated,eol_scrap_recycled,1590.0,,,,2022,1766.2942515217014,1778.509269166008,318.0,2862.0
