flow_idx,flow_label,total_precision,share_observations,share_mass_balance,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
0,bauxite_mining -> bauxite,0.0010235656051886652,0.5358983138450133,0.4641016861549867,2,USGS value 1; USGS value 2,229.0,229.0,0.0,multi-source,229.24467514077952,41.99520706018788,,,,
1,import_of_bauxite -> bauxite,0.0005172193789493995,0.08155312311918854,0.9184468768808115,2,USGS value 1; USGS value 2,4350.0,4360.0,0.2296211251435132,structure-determined,4360.534022658357,139.83680778782858,,,,
2,bauxite -> export_bauxite,0.0028133196810842826,0.8311466249455078,0.16885337505449224,2,USGS value 1; USGS value 2,29.0,40.0,31.884057971014492,multi-source,32.44474549022103,13.532095969836293,,,,
3,bauxite -> bauxite_non_aluminum_use,0.0010235656051886652,0.5358983138450133,0.4641016861549867,2,USGS value 1; USGS value 2,229.0,229.0,0.0,multi-source,228.59297107287776,42.86246135427435,,,,
4,bauxite -> bauxite_refining_to_alumina,0.0010150327535780818,0.005730448298223777,0.9942695517017762,2,USGS value 1; USGS value 2,4320.0,4321.0,0.023145469274389537,structure-determined,4328.708197134551,151.79316598354848,,,,
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.0026438531952943604,0.17505345009808423,0.8249465499019158,2,USGS value 1; USGS value 2,1300.0,1330.0,2.2813688212927756,structure-determined,1316.0024884333634,45.91103742970621,,,,
6,bauxite_refining_to_alumina -> waste_bauxite,0.0005534024042506907,0.03473921778914429,0.9652607822108558,2,USGS value 1; USGS value 2,2376.0,2377.0,0.042078687144961074,structure-determined,2357.955978183013,208.52612198143618,,,,
7,bauxite_refining_to_alumina -> export_alumina,0.0005461142299358439,0.021857317896397374,0.9781426821036026,2,USGS value 1; USGS value 2,450.0,481.0,6.659505907626208,structure-determined,444.9311412831264,186.98250001458916,,,,
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.0005362908485979655,0.003940419641879414,0.9960595803581207,1,USGS value 1,781.0,781.0,0.0,structure-determined,718.203614191136,280.29853165786693,,,,
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.002719749468608459,0.001667160579003809,0.9983328394209962,2,USGS value 1; USGS value 2,739.0,770.0,4.108681245858184,structure-determined,807.974885546791,172.3126189821042,,,,
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.0022118205413197366,0.013917480572872622,0.9860825194271274,1,USGS value 1,1328.0,1328.0,0.0,structure-determined,1300.0598658474223,163.44459172022377,,,,
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.0025559558933527515,0.10692941753177744,0.8930705824682225,1,USGS value 1,506.0,506.0,0.0,structure-determined,576.6876663251174,60.328989091679425,,,,
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.004739453431252241,0.26735456570927946,0.7326454342907206,1,USGS value 1,235.0,235.0,0.0,structure-determined,247.57172277284064,27.94641492009584,,,,
13,import_unwrought_aluminum_ingot -> remelting,0.0001383646636583375,0.2656257468648427,0.7343742531351573,1,USGS value 1,3299.0,3299.0,0.0,structure-determined,3848.4909487320438,147.13133719446867,,,,
14,import_unwrought_aluminum_ingot -> refining,0.0014619526490338554,0.11672833837089515,0.8832716616291049,1,USGS value 1,1531.0,1531.0,0.0,structure-determined,1632.597162259887,65.84059637838817,,,,
15,remelting -> loss_remelting,0.0020132088121864408,0.9495276168476363,0.0504723831523636,2,USGS value 1; USGS value 2,212.0,444.2105263157895,70.77317933910811,multi-source,244.06604014513138,22.829734357443016,,,,
16,remelting -> wrought_aluminum_ingot,0.0002091733379637641,0.0036434720370955988,0.9963565279629044,1,USGS value 1,8440.0,8440.0,0.0,structure-determined,9809.87536437535,201.1682264846609,,,,
17,refining -> loss_refining,0.00868903180246597,0.8513871999905985,0.14861280000940152,2,USGS value 1; USGS value 2,98.0,792.0,155.95505617977528,multi-source,106.18848103388265,11.965289928273528,,,,
18,refining -> cast_aluminum_ingot,0.002736455510971563,0.01807466994143721,0.9819253300585628,2,Other literature; USGS value 1,2350.0,3177.0,29.92581870815994,structure-determined,2690.0648738102946,78.95326153784164,,,,
19,alloying_element_si -> remelting,0.0014129886513329587,0.928087570669069,0.07191242933093096,1,USGS value 1,231.0,231.0,0.0,observation-driven,245.32231083618302,27.59604806468508,,,,
20,alloying_element_si -> refining,0.0070744748186968975,0.8174703594784921,0.18252964052150797,1,USGS value 1,110.0,110.0,0.0,observation-driven,112.87766947452084,12.90708275280114,,,,
21,alloying_element_mg -> remelting,0.014168687073512173,0.9928284500880573,0.007171549911942625,1,USGS value 1,70.53,70.53,0.0,observation-driven,71.92398940298496,8.492655472014048,,,,
22,alloying_element_mg -> refining,69.97769032660203,0.9999815469567586,1.8453043241473154e-05,1,USGS value 1,0.0,0.0,0.0,observation-driven,0.09684362454209762,0.07238433449226894,,,,
23,alloying_element_other -> remelting,0.17504260900967564,0.9994195045017367,0.0005804954982633524,1,USGS value 1,20.0,20.0,0.0,observation-driven,20.074653767214382,2.363838158673798,,,,
24,alloying_element_other -> refining,0.17623229890867645,0.9926727316528716,0.007327268347128339,1,USGS value 1,20.0,20.0,0.0,observation-driven,20.070920139754957,2.373262966449126,,,,
25,import_scrap -> eol_scrap_generated,0.0011235456119533544,0.6867588908385494,0.3132411091614507,1,USGS value 1,720.0,720.0,0.0,observation-driven,720.1910324057809,36.29410100739715,,,,
26,eol_scrap_generated -> export_eol_scrap,0.0005142190622573511,0.31558221094181454,0.6844177890581854,1,USGS value 1,1570.0,1570.0,0.0,structure-determined,1574.010618576719,78.5781908253563,,,,
27,eol_scrap_generated -> loss_eol_scrap,0.0003743922001679928,0.05996793329607023,0.9400320667039298,1,USGS value 1,1555.0,1555.0,0.0,structure-determined,1589.851259229162,200.72365000182393,,,,
28,eol_scrap_generated -> eol_scrap_recycled,0.0024420508057457473,0.00017697240749313885,0.9998230275925069,1,USGS value 1,1727.0,1727.0,0.0,structure-determined,2174.9217522365493,138.86095598981018,,,,
29,eol_scrap_recycled -> remelting,0.0022524094999618323,0.027135428515460684,0.9728645714845393,1,USGS value 1,1070.0,1070.0,0.0,structure-determined,1405.0998489275867,121.86930769760096,,,,
