name,source,n_flows,value,sigma,justification,reconciled_median,reconciled_ci_lo,reconciled_ci_hi,deviation,z_vs_sigma
AA Primary Aluminum Production,Aluminum Association,2,908.0,45.400000000000006,"Aluminum Association ASR Table 20, primary production, 2022",958.6295264145547,881.458968100547,1033.4210046217931,50.629526414554675,1.1151878064879883
AA Imports of Ingot,Aluminum Association,2,3649.0,182.45000000000002,"Aluminum Association ASR Table 20, imports of ingot, 2022",4399.465131145158,4205.30985593394,4595.329069570114,750.465131145158,4.113264626720515
AA Imports of Mill Products,Aluminum Association,10,2043.0,102.15,"Aluminum Association ASR Table 20, imports of mill products, 2022",1677.3481089254162,1595.411798995874,1758.6681971739436,-365.6518910745838,-3.5795584050375306
AA Exports of Ingot,Aluminum Association,2,265.0,13.25,"Aluminum Association ASR Table 20, exports of ingot, 2022; covers both cast and wrought unwrought metal, hence both routes",283.51464700328677,263.3266100583674,305.27654276657745,18.51464700328677,1.3973318493046618
AA Exports of Mill Products,Aluminum Association,4,803.0,40.150000000000006,"Aluminum Association ASR Table 20, exports of mill products, 2022",736.5925019086433,662.3259928258573,807.0067997477418,-66.40749809135673,-1.6539850085020353
