flow_idx,flow_label,total_precision,share_observations,share_prior,share_mass_balance,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.004216008633329617,0.0009547696755950292,0.3881698742479042,0.6108753560765008,0.0,1,observation_2022,1352.934,1352.934,0.0,structure-determined,1010.6207358821085,82.80275118266074,971.9884845900453,174.8128400313935,0.7756413197834684,0.22099206949057904
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.004981535071870341,0.0014018017819416358,0.35424039479049735,0.5469653958201053,0.09739240760745588,1,observation_2022,528.7105257,528.7105257,0.0,structure-determined,673.7828368909306,78.33068435050731,790.3914932944954,127.59996216017461,0.6231550059756342,-0.9138612146074728
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.007129289165574628,0.0024797409478921747,0.37318183891119616,0.5562862366815627,0.06805218345934894,1,observation_2022,332.2894743,332.2894743,0.0,structure-determined,270.99278837437885,76.12523459250292,313.1389931216936,99.9526745216045,0.4199459690481928,-0.4216616008429566
13,import_unwrought_aluminum_ingot -> remelting,0.0003245583472364723,0.1539066955607427,0.29361211853016844,0.45992200952917445,0.09255917637991429,1,observation_2022,2829.794168,2829.794168,0.0,structure-determined,2946.8904414875196,95.52486235051352,3592.2142315800734,193.3548994249822,0.7559254603800291,-3.3375093778936096
14,import_unwrought_aluminum_ingot -> refining,0.002669267852967219,0.0859774462644413,0.38185021413551445,0.5209179975998437,0.011254342000200545,1,observation_2022,1320.205832,1320.205832,0.0,structure-determined,1388.582677777553,52.551908373463476,1589.0230093686755,92.16070924774019,0.6748487958806808,-2.174900054776188
15,remelting -> loss_remelting,0.00032404448562281497,0.0,0.5393486576894979,0.46065134231050214,0.0,0,,,,,prior-informed,90.87492941024803,64.39769849629074,159.91037255540172,97.58075228309573,0.564475722441258,-0.7074698803804257
16,remelting -> wrought_aluminum_ingot,0.0004492061495128528,0.000255928575211286,0.3279377505018774,0.6718063209229113,0.0,1,observation_2022,8005.61,8005.61,0.0,structure-determined,8150.1927853545585,586.4281524564475,9778.56276562939,777.4528101134325,0.4310402462358661,-2.0944936581260114
17,refining -> loss_refining,0.002672854045671146,0.0,0.4797809228389144,0.5202190771610856,0.0,0,,,,,structure-determined,115.44479576955823,49.37878344264629,89.07317259744157,52.077583598075535,0.10095977731898642,0.5063910679045253
18,refining -> cast_aluminum_ingot,0.004794574835647788,0.00024783143825724745,0.3907782052559341,0.6089739633058086,0.0,1,observation_2022,2490.138,2490.138,0.0,structure-determined,2443.192696791851,121.33039070862188,2607.210044408985,131.399744943028,0.1473905384358991,-1.248231856829313
19,alloying_element_si -> remelting,0.0003331705466785956,0.0,0.5519666166215292,0.4480333833784708,0.0,0,,,,,prior-informed,349.1429451855168,90.72976274362287,319.23877033415454,92.99206685655929,0.04806400384579168,0.3215776986384182
20,alloying_element_si -> refining,0.0026130530913725065,0.0,0.4678754635272361,0.5321245364727638,0.0,0,,,,,structure-determined,182.76324311763693,52.79701093107973,131.39093922059712,53.7558867456049,0.0353570130508829,0.9556591288346673
21,alloying_element_mg -> remelting,0.0010497480191749655,0.0,0.8578025158954016,0.1421974841045985,0.0,0,,,,,prior-informed,105.35864343747508,34.64709991565291,80.73564793856336,35.185223418934285,0.030354132538474077,0.6998106905770365
22,alloying_element_mg -> refining,9.229798007758374,0.0,0.9998493499355179,0.00015065006448207406,0.0,0,,,,,prior-informed,0.4457887340541146,0.2708239065843808,0.42571222774303297,0.33398663547138563,0.3424696263225878,0.060111705615842566
23,alloying_element_other -> remelting,0.009654664221073868,0.0,0.984538920893319,0.015461079106681016,0.0,0,,,,,prior-informed,19.17949375834468,9.578126758804574,20.86220822101034,10.410000763705632,0.1534363087747439,-0.16164402874324746
24,alloying_element_other -> refining,0.011920427506122846,0.0,0.8833540437781184,0.11664595622188151,0.0,0,,,,,prior-informed,28.533092866589694,10.004443327097624,20.7178737267433,10.345596927301678,0.0648640592195463,0.7554150035772511
25,import_scrap -> eol_scrap_generated,0.0020215959101749295,0.4216814514143063,0.38138605455135927,0.19693249403433452,0.0,1,observation_2022,685.0,685.0,0.0,prior-informed,709.6050319771114,26.836218948597576,719.2217609663195,44.30134096525404,0.6330482960724084,-0.2170753476006656
26,eol_scrap_generated -> export_eol_scrap,0.0008695728093127768,0.1149989959771511,0.4271693880193633,0.45783161600348554,0.0,1,observation_2022,2000.0,2000.0,0.0,structure-determined,1769.7376487090096,68.85772692862722,1572.6152036440599,95.28251039432442,0.4777493583104472,2.0688208596642044
27,eol_scrap_generated -> loss_eol_scrap,0.0006567273543740878,0.0,0.3937850740208672,0.6062149259791328,0.0,0,,,,,structure-determined,1680.9344668333067,424.2417372822119,1790.146797151055,534.4156890375746,0.3698145288726449,-0.2043583909642097
28,eol_scrap_generated -> eol_scrap_recycled,0.005891974287529385,0.007114383668575713,0.36688139031484907,0.6260042260165752,0.0,1,observation_2022,1590.0,1590.0,0.0,structure-determined,1835.6447440431398,113.94177550395816,2033.860680524858,187.13560928948561,0.629273958345425,-1.0592101483747658
29,eol_scrap_recycled -> remelting,0.005386720432562319,0.0,0.36147523351450467,0.6385247664854954,0.0,0,,,,,structure-determined,1178.0349498412756,183.92153311183765,1404.576836394358,243.2560066746475,0.428339729084914,-0.9312900003989619
30,eol_scrap_recycled -> refining,0.007459915574034831,0.0,0.37254617728231426,0.6274538227176857,0.0,0,,,,,structure-determined,661.1361436419699,156.8461035944054,632.795433638091,186.62411379845733,0.29366300765954434,0.1518598504075688
31,forming_scrap_generated -> loss_forming_scrap,0.004276967434781465,0.0,0.334277690720482,0.6657223092795179,0.0,0,,,,,structure-determined,64.86604608304594,37.25681163874888,72.9913406393503,43.48044643549351,0.2657847798069781,-0.18687238109109194
32,forming_scrap_generated -> forming_scrap_recycled,0.007750517023690759,5.804656150904981e-05,0.2374697567888099,0.762472196649681,0.0,1,observation_2022,2083.0,2083.0,0.0,structure-determined,1952.3634984501402,561.6749211737065,2700.7063515181785,732.2215383684215,0.41158319579440883,-1.0220169905620902
33,forming_scrap_recycled -> remelting,0.004222006223359846,0.0,0.23933019986338128,0.7606698001366187,0.0,0,,,,,structure-determined,1959.0656191827186,561.5426209856383,2708.0352352852497,732.2067849349634,0.4118366599928672,-1.0228935753020325
34,forming_scrap_recycled -> refining,8.618462204314921,0.0,0.999483347416013,0.0005166525839869937,0.0,0,,,,,prior-informed,0.47930081587051104,0.28094958214501164,0.46402574315068906,0.34526955627103645,0.33787466186565784,0.04424100660595472
35,fabrication_scrap_generated -> loss_fabrication_scrap,0.019820007367569628,0.0,0.45340854125975244,0.5465914587402475,0.0,0,,,,,structure-determined,36.741737799159935,20.47182649072341,42.334241975025186,24.586037510787545,0.306676206986094,-0.22746667385549396
36,fabrication_scrap_generated -> fabrication_scrap_recycled,0.037420884148223726,0.0,0.39802185153948844,0.6019781484605116,0.0,0,,,,,structure-determined,925.8693847314427,73.70810066283076,918.0766919992569,74.40871011263857,0.018742727499949763,0.10472823303063987
37,fabrication_scrap_recycled -> remelting,0.019674019608619784,0.0,0.3980701668050259,0.6019298331949742,0.0,0,,,,,structure-determined,929.8828337921276,73.86783144192697,918.606914368421,75.2844672017521,0.037280127487908654,0.14977750182502644
38,fabrication_scrap_recycled -> refining,8.593960892328782,0.0,0.998477584708266,0.0015224152917340812,0.0,0,,,,,prior-informed,0.6392519988415276,0.315109367483933,0.4619538074389556,0.3459404447529561,0.17030217989647356,0.5125107344103251
39,wrought_aluminum_ingot -> 1xxx,0.007276913879143487,0.0,0.405145894144412,0.594854105855588,0.0,0,,,,,structure-determined,1504.1137919115886,501.1220462120558,1508.989670337309,555.7608007330019,0.18696134227077643,-0.008773339932016714
40,wrought_aluminum_ingot -> 2xxx,0.7949886621614211,0.0,0.38062832639112004,0.61937167360888,0.0,0,,,,,structure-determined,146.6563049849814,37.6110382596653,155.71878993688455,40.46565115472585,0.13611172781615288,-0.2239550011749846
41,wrought_aluminum_ingot -> 3xxx,0.006244062018055696,0.0,0.3569876407904857,0.6430123592095143,0.0,0,,,,,structure-determined,1564.4924987980098,570.3474240907813,1842.6335153526027,662.6121161940779,0.259098928147526,-0.4197644591109859
42,wrought_aluminum_ingot -> 4xxx,2.0852855195740565,0.0,0.46921723823768857,0.5307827617623114,0.0,0,,,,,structure-determined,96.1676689843211,25.689914972997215,83.62759336576694,26.436440413143274,0.05567958840719911,0.4743481127784385
43,wrought_aluminum_ingot -> 5xxx,0.012272448991833483,0.0,0.10485635985410992,0.8951436401458901,0.0,0,,,,,structure-determined,1293.8947730171476,665.1706202075102,2383.6480259876157,920.9439327571614,0.4783253476943691,-1.183300322863215
44,wrought_aluminum_ingot -> 6xxx,0.0019543244901859967,0.0,0.4051463969420692,0.5948536030579309,0.0,0,,,,,structure-determined,2956.7654229299437,602.5626900473745,3154.510914914654,659.2252480115873,0.16451855383229597,-0.29996650246811346
45,wrought_aluminum_ingot -> 7xxx,0.06375139594352398,0.0,0.41467538467667564,0.5853246153233244,0.0,0,,,,,structure-determined,517.9876958753401,91.09710514409677,507.847912767252,93.67046507857084,0.05419022192925138,0.10824952240370397
46,wrought_aluminum_ingot -> 8xxx,2.653191810721607,0.0,0.37153441971053486,0.6284655802894652,0.0,0,,,,,structure-determined,79.24402324096846,24.042111233669377,78.0862416499044,25.968685253849458,0.14287279653383578,0.044583758467034516
47,cast_aluminum_ingot -> 36x,0.8997395751652808,0.0,0.37785148219153647,0.6221485178084636,0.0,0,,,,,structure-determined,134.1286730078027,12.04265469697781,142.6776795698547,12.424244843614217,0.060483384868646684,-0.6880906380757619
48,cast_aluminum_ingot -> 38x,0.012981598951775818,0.0,0.370244919739601,0.6297550802603991,0.0,0,,,,,structure-determined,1152.005600443531,112.82623996010895,1303.0434011914995,117.5240631338045,0.07834871144785449,-1.2851648991747984
49,cast_aluminum_ingot -> 2xx,483.24563106480696,0.0,0.4142932749102406,0.5857067250897593,0.0,0,,,,,structure-determined,5.943139016170124,0.4279510709197354,5.7820798815133125,0.4246727941735002,-0.01549866239789921,0.3792546564473612
50,cast_aluminum_ingot -> 3xx,0.05466818730081087,0.0,0.4258878317285346,0.5741121682714654,0.0,0,,,,,structure-determined,569.1961028252747,40.812378205482005,554.7399813945599,41.29863189437014,0.02340954506592574,0.35003874868517065
51,cast_aluminum_ingot -> 4xx,273.83889426057027,0.0,0.4114340104199539,0.5885659895800461,0.0,0,,,,,structure-determined,7.8854352445934675,0.5691327199711691,7.857393351354816,0.5729191641777728,0.013174395505709424,0.04894563664822674
52,cast_aluminum_ingot -> 5xx,8.596630408388005,0.0,0.40779066544119824,0.5922093345588018,0.0,0,,,,,structure-determined,44.53704921840333,3.3121963400690286,44.685526862758636,3.2715498126891394,-0.025002846279454705,-0.0453844975183972
53,cast_aluminum_ingot -> 7xx,258.0803625365469,0.0,0.42409037965317636,0.5759096203468236,0.0,0,,,,,structure-determined,8.221112617246492,0.5784623845750045,7.996742155764201,0.5911222057994315,0.04237450736480208,0.3795669648018944
54,cast_aluminum_ingot -> other,0.22446066202279807,0.0,0.38939930197666595,0.610600698023334,0.0,0,,,,,structure-determined,269.3282969442416,19.092198011209014,280.10223539297266,19.542479304868827,0.04555141506748828,-0.5513086789375216
55,36x -> die_cast,0.9041154468300413,0.0,0.37792047132819434,0.6220795286718057,0.0,0,,,,,structure-determined,134.01733754543375,12.0630340722759,142.71675487601877,12.40373166347165,0.054180237202290815,-0.7013548476064149
56,38x -> die_cast,0.016314231350237164,0.0,0.33583779809145686,0.664162201908543,0.0,0,,,,,structure-determined,1157.0775906330437,112.97526813635594,1304.326330751646,117.77117160534735,0.07978613931942813,-1.2502952811918588
57,2xx -> sand_cast,500.3328783132027,0.0,0.4342337923487068,0.5657662076512932,0.0,0,,,,,structure-determined,1.7760717343967745,0.22836950348585416,1.9275870665916748,0.22914924455560334,0.006793951543493937,-0.6612080807368097
58,3xx -> sand_cast,0.11466300273008223,0.0,0.45401034622609326,0.5459896537739067,0.0,0,,,,,structure-determined,199.32962548030048,21.41816380392669,186.43316276433228,22.141008533633418,0.06422880464160607,0.58246952465502
59,4xx -> sand_cast,284.45117850103185,0.0,0.4332824361035019,0.5667175638964981,0.0,0,,,,,structure-determined,2.8744022756634813,0.3137741112180542,2.615375270615681,0.3109376983646081,-0.01832746512313621,0.8330511430751728
60,5xx -> sand_cast,8.915537636468269,0.0,0.42547223464551115,0.5745277653544889,0.0,0,,,,,structure-determined,15.114137702326042,1.7546119063683396,14.897199490731767,1.7469404743282833,-0.008801989690586876,0.12418179942719014
61,7xx -> sand_cast,265.5964635686321,0.0,0.44027047366693395,0.5597295263330659,0.0,0,,,,,structure-determined,2.2902010673824047,0.3076977316218744,2.6607291506722435,0.3158541843741149,0.05098009886933963,-1.1730985423671485
62,other -> sand_cast,0.2942340509792808,0.0,0.4280914191801524,0.5719085808198475,0.0,0,,,,,structure-determined,86.96510636150794,9.927491841545308,85.02415867147519,10.019272279998887,0.018236866632533988,0.193721423651435
