flow_idx,flow_label,rhat,ess,mean,sd,q2.5,q97.5,converged
0,bauxite_mining -> bauxite,0.999469362833041,2849.916504396076,203.61887377963427,39.20702747227662,125.11877336247522,273.9762220014175,True
1,import_of_bauxite -> bauxite,0.9995186758433645,3200.0,3786.824414412944,118.398055809371,3554.205078511029,4024.4753465382455,True
2,bauxite -> export_bauxite,1.0001527790161038,3200.0,7.068914659276352,0.5705138753165773,5.974139132272098,8.170083219052145,True
3,bauxite -> bauxite_non_aluminum_use,0.9998657099929609,3200.0,193.19668045610447,40.54454404411356,114.64551955607108,273.22303415023396,True
4,bauxite -> bauxite_refining_to_alumina,0.9996811496872006,3200.0,3775.5669320960046,131.61526766453554,3506.691799134783,4028.403667819367,True
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.9996290745641835,2632.174031247025,1314.3801704428904,56.333035272862475,1204.6106356827872,1424.8216393188654,True
6,bauxite_refining_to_alumina -> waste_bauxite,0.9997464355554616,2994.5320185585488,2158.347997257019,148.9135216122021,1868.1423376791422,2447.4695182686132,True
7,bauxite_refining_to_alumina -> export_alumina,1.0014296701404544,3200.0,216.78090680635836,15.702936056020606,186.2192523634427,247.3004212479856,True
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.9996368982268948,3060.8165898385237,747.6117503782417,57.839446538843546,630.7571709518177,855.324448719626,True
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,1.0009664362686979,3094.694939979937,644.0176557547686,40.98993270921362,562.8593199839885,724.2298926121016,True
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.9992158528818266,2865.801672000551,1010.6207358821085,82.80275118266074,853.2881340150408,1170.3681453672048,True
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.9996902826855902,3200.0,673.7828368909306,78.33068435050731,523.3645918335635,827.3698835095594,True
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.9996492964683267,3200.0,270.99278837437885,76.12523459250292,120.26637031558737,426.741390852144,True
13,import_unwrought_aluminum_ingot -> remelting,0.9997183520153803,3137.440917298864,2946.8904414875196,95.52486235051352,2754.6241840939256,3135.241824388335,True
14,import_unwrought_aluminum_ingot -> refining,0.99952847354259,2721.7407220783334,1388.582677777553,52.551908373463476,1284.0869285510003,1494.8788430828279,True
15,remelting -> loss_remelting,0.9992408190480252,2832.280727365354,90.87492941024803,64.39769849629074,3.7549145564871456,236.86715846695395,True
16,remelting -> wrought_aluminum_ingot,0.999615641306805,3128.3791483379114,8150.1927853545585,586.4281524564475,7071.07432500293,9318.990132170753,True
17,refining -> loss_refining,0.9996534254307188,2986.2586809438126,115.44479576955823,49.37878344264629,25.412004534950924,214.07970139250386,True
