flow_idx,flow_label,total_precision,share_observations,share_prior,share_mass_balance,share_allocation,share_aggregate_observations,n_observations,sources,obs_min,obs_max,obs_spread_pct,determined_by,posterior_mean,posterior_sd,prior_mean,prior_sd,contraction,shift_in_prior_sd
0,bauxite_mining -> bauxite,0.003438885631081999,0.10267019134440782,0.16458982120872453,0.7327399874468677,0.0,0.0,1,observation_2022,164.00915,164.00915,0.0,structure-determined,199.73109568956446,38.80694110100062,229.89165605096335,63.19658473332025,0.6229216436508728,-0.4772498464698965
1,import_of_bauxite -> bauxite,0.0029018568792508583,0.012811142304259681,0.11884520085738154,0.8683436568383587,0.0,0.0,1,observation_2022,3280.183,3280.183,0.0,structure-determined,3718.7329904426,108.85353812116342,4353.45381563838,181.6023479782521,0.6407124397117157,-3.4951135393458177
2,bauxite -> export_bauxite,3.08291909848752,0.954833713928921,0.044253036083196445,0.000817345163350688,9.59048245318445e-05,0.0,1,observation_2022,6.0,6.0,0.0,observation-driven,7.071544241885133,0.577021809032508,32.82196449108579,2.757666018073857,0.9562174430686947,-9.337758844048313
3,bauxite -> bauxite_non_aluminum_use,0.003723287082617903,0.09482777930367742,0.1526038209191844,0.6767700040950159,0.07579839568212232,0.0,1,observation_2022,164.00915,164.00915,0.0,structure-determined,200.37240264075888,33.222148176215626,228.35278509822302,63.80389905484051,0.7288803573963952,-0.4385371877260125
4,bauxite -> bauxite_refining_to_alumina,0.005998379080591903,0.00011416244856520107,0.1141649243696637,0.8855688919177375,0.00015202126403365227,0.0,1,observation_2022,3280.183,3280.183,0.0,structure-determined,3704.8326245788944,112.68908926520201,4323.083475070617,204.95452383237895,0.6976926399976991,-3.016526978430377
5,import_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.01226107248487551,0.0,0.1597942909859632,0.8402057090140368,0.0,0.0,0,,,,,structure-determined,1300.2868626043728,53.86859397585188,1316.6145607598844,56.47715628035028,0.09024251362744662,-0.2891026962204254
6,bauxite_refining_to_alumina -> waste_bauxite,0.0031893116605613576,0.0007097981184271752,0.11377280855850783,0.8754769676728972,0.01004042565016783,0.0,1,observation_2022,1804.10065,1804.10065,0.0,structure-determined,2085.160531204303,103.3094638254744,2320.9555161767867,236.55698831640098,0.8092745490906197,-0.9967787747496257
7,bauxite_refining_to_alumina -> export_alumina,0.007470554255943051,0.46853393680621247,0.13424205218579888,0.3737565923346069,0.023467418673381667,0.0,1,observation_2022,174.0,174.0,0.0,structure-determined,226.48957121701983,14.76785906058268,464.77139522715703,39.384366033577514,0.8593993398617201,-6.050162742418852
8,bauxite_refining_to_alumina -> alumina_non_aluminum_use,0.0036105440662694225,0.05293476609774991,0.13221697355336212,0.7733374389852178,0.04151082136367022,0.0,1,observation_2022,744.628,744.628,0.0,structure-determined,737.5844761895739,44.741712354556405,779.4436423141839,91.43173699477364,0.7605409463172573,-0.45781877825423645
9,bauxite_refining_to_alumina -> primary_smelting_hall_hauroult_to_aluminum,0.01588302988657164,0.02147041323819597,0.14458318655822347,0.8244013954195072,0.009545004784073318,0.0,1,observation_2022,557.45435,557.45435,0.0,structure-determined,651.4254129863832,34.653356182705615,758.0083207957487,61.8228600429095,0.6858099553432679,-1.7240048055911563
10,primary_smelting_hall_hauroult_to_aluminum -> waste_alumina,0.01197835682304616,0.00033604919728266215,0.1366237093454241,0.8600364184014613,0.0030038230558319706,0.0,1,observation_2022,1352.934,1352.934,0.0,structure-determined,980.8406341653182,68.43641619184629,971.9884845900453,174.8128400313935,0.846740338992872,0.05063786832639494
11,primary_smelting_hall_hauroult_to_aluminum -> remelting,0.013210443846920989,0.0005286063679215581,0.13358074648894971,0.8250221821312569,0.004142697138182051,0.03672576787368975,1,observation_2022,528.7105257,528.7105257,0.0,structure-determined,690.1663761149704,52.561003349403585,790.3914932944954,127.59996216017461,0.830321739687122,-0.7854635337094668
12,primary_smelting_hall_hauroult_to_aluminum -> refining,0.019173902757281546,0.0009220235701114987,0.13875741807068664,0.8273590390722172,0.00765818379123187,0.02530333549575273,1,observation_2022,332.2894743,332.2894743,0.0,structure-determined,279.6202592031522,47.19996941520324,313.1389931216936,99.9526745216045,0.7770052720209115,-0.3353460433046882
13,import_unwrought_aluminum_ingot -> remelting,0.0007948386647917071,0.0628450841063598,0.11989132907081612,0.7512041569320664,0.028264523027103104,0.03779490686365455,1,observation_2022,2829.794168,2829.794168,0.0,structure-determined,3007.5091063165182,83.6669755386753,3592.2142315800734,193.3548994249822,0.8127603684774181,-3.0239995314440375
14,import_unwrought_aluminum_ingot -> refining,0.006955331890480714,0.032995813428829505,0.146543762007327,0.799656831288444,0.016484481868429865,0.004319111406969517,1,observation_2022,1320.205832,1320.205832,0.0,structure-determined,1387.196414870005,43.37840569159379,1589.0230093686755,92.16070924774019,0.7784582634437802,-2.1899418542465208
15,remelting -> loss_remelting,0.0008441077638926097,0.0,0.20705052817709216,0.7073576794607318,0.08559179236217616,0.0,0,,,,,structure-determined,89.23891158875766,56.134050435899006,159.91037255540172,97.58075228309573,0.6690789168186084,-0.7242356644434963
16,remelting -> wrought_aluminum_ingot,0.0013545641392171146,8.487209021155502e-05,0.10875207007029979,0.8911487375255444,1.4320313944241894e-05,0.0,1,observation_2022,8005.61,8005.61,0.0,structure-determined,8643.935968566146,361.3663203243244,9778.56276562939,777.4528101134325,0.7839534818105699,-1.459415648517237
17,refining -> loss_refining,0.0074945392985183495,0.0,0.17110916756408925,0.742124157144768,0.08676667529114276,0.0,0,,,,,structure-determined,87.14011932456295,30.38584756471232,89.07317259744157,52.077583598075535,0.6595596250873619,-0.037118720557342784
18,refining -> cast_aluminum_ingot,0.013554639882856422,8.766344127323237e-05,0.1382268629363891,0.8616300441072093,5.5429515128243576e-05,0.0,1,observation_2022,2490.138,2490.138,0.0,structure-determined,2442.1054810210353,81.11834161767555,2607.210044408985,131.399744943028,0.6188911075831005,-1.2565059655141302
19,alloying_element_si -> remelting,0.0008582858106926737,0.0,0.2142631476800429,0.695672818591734,0.09006403372822307,0.0,0,,,,,structure-determined,403.21226225983725,79.50706335512268,319.23877033415454,92.99206685655929,0.26899621682121333,0.9030178031768261
20,alloying_element_si -> refining,0.007225126709625924,0.0,0.16921273155228678,0.76979669473357,0.06099057371414319,0.0,0,,,,,structure-determined,182.1587661537416,39.782703215192164,131.39093922059712,53.7558867456049,0.4523078463142395,0.9444142773311293
21,alloying_element_mg -> remelting,0.0015177400121283793,0.0,0.5933008846763751,0.39340473619361804,0.013294379130006966,0.0,0,,,,,prior-informed,113.14390200706285,34.42096429077908,80.73564793856336,35.185223418934285,0.04297024766472002,0.9210756936975872
22,alloying_element_mg -> refining,9.714995772570472,0.0,0.9499136957062846,0.0005725044858799423,0.04951379980783552,0.0,0,,,,,prior-informed,0.4629424891376104,0.26896472135150695,0.42571222774303297,0.33398663547138563,0.35146642939306505,0.1114723088905368
23,alloying_element_other -> remelting,0.019762830106479858,0.0,0.48097325345557485,0.030212581187250627,0.4888141653571746,0.0,0,,,,,structure-determined,22.816258805916206,8.220831748869331,20.86220822101034,10.410000763705632,0.37636569500422057,0.18770897613366594
24,alloying_element_other -> refining,0.025867125882583338,0.0,0.40707877206363624,0.2150172649774807,0.37790396295888296,0.0,0,,,,,structure-determined,26.309898388345637,8.099040550398357,20.7178737267433,10.345596927301678,0.3871473915230247,0.5405221855149968
25,import_scrap -> eol_scrap_generated,0.003215949683736008,0.2650755084530631,0.23974519625664367,0.49517929529029314,0.0,0.0,1,observation_2022,685.0,685.0,0.0,structure-determined,711.8827204699203,26.79317065197306,719.2217609663195,44.30134096525404,0.6342246149893527,-0.16566181376214514
26,eol_scrap_generated -> export_eol_scrap,0.002095780887507986,0.047714911704775695,0.17723937030177825,0.7598464646631001,0.01519925333034606,0.0,1,observation_2022,2000.0,2000.0,0.0,structure-determined,1737.2123698157582,65.08706877186557,1572.6152036440599,95.28251039432442,0.5333803272096866,1.7274646258848219
27,eol_scrap_generated -> loss_eol_scrap,0.0018649609894655285,0.0,0.13866747418016623,0.853890085142112,0.007442440677721762,0.0,0,,,,,structure-determined,1765.4559647033682,227.6760360756214,1790.146797151055,534.4156890375746,0.8185001609034205,-0.046201548633709205
28,eol_scrap_generated -> eol_scrap_recycled,0.01697365816785352,0.0024695775791134587,0.12735355554656402,0.8692058640746926,0.0009710027996299261,0.0,1,observation_2022,1590.0,1590.0,0.0,structure-determined,1952.3935224927263,104.15311106156038,2033.860680524858,187.13560928948561,0.690235515710959,-0.43533755195734947
29,eol_scrap_recycled -> remelting,0.015716564930818827,0.0,0.12389259579360075,0.8753959714389834,0.0007114327674160777,0.0,0,,,,,structure-determined,1311.3906320259898,106.56956509097878,1404.576836394358,243.2560066746475,0.8080716008990854,-0.3830787393176433
30,eol_scrap_recycled -> refining,0.021556799529316092,0.0,0.12892280350689184,0.86854313187146,0.002534064621648137,0.0,0,,,,,structure-determined,642.3163445891207,78.21306814443905,632.795433638091,186.62411379845733,0.8243601212704014,0.05101650990992351
31,forming_scrap_generated -> loss_forming_scrap,0.014164664756901368,0.0,0.10093389585439146,0.804049424751476,0.09501667939413261,0.0,0,,,,,structure-determined,61.33002891330284,23.310979238940842,72.9913406393503,43.48044643549351,0.7125693704830324,-0.26819668798359475
32,forming_scrap_generated -> forming_scrap_recycled,0.025480270010832324,1.7656440177099497e-05,0.07223288418140489,0.9277066118548879,4.284752353001949e-05,0.0,1,observation_2022,2083.0,2083.0,0.0,structure-determined,2271.1745809466756,305.26235625342866,2700.7063515181785,732.2215383684215,0.8261953045012801,-0.5866144985691222
33,forming_scrap_recycled -> remelting,0.013856664163743555,0.0,0.07292185054935794,0.9270781458359462,3.6146958242292015e-09,0.0,0,,,,,structure-determined,2273.5773546177707,305.4027673720714,2708.0352352852497,732.2067849349634,0.8260283677100239,-0.5933540764800053
34,forming_scrap_recycled -> refining,8.633351043356479,0.0,0.9977596660077556,0.002063046316774073,0.00017728767547046028,0.0,0,,,,,prior-informed,0.48415035900084896,0.28172021710848577,0.46402574315068906,0.34526955627103645,0.334237306434056,0.05828667916021558
35,fabrication_scrap_generated -> loss_fabrication_scrap,0.056890013631244754,0.0,0.15796376296439754,0.7617116641598034,0.08032457287579907,0.0,0,,,,,structure-determined,37.24661446974617,12.22903155093722,42.334241975025186,24.586037510787545,0.7525958096100238,-0.20693157663355605
36,fabrication_scrap_generated -> fabrication_scrap_recycled,0.10501027255127643,0.0,0.1418368816026814,0.8580705108561004,9.260754121808055e-05,0.0,0,,,,,structure-determined,880.110130396312,58.301147241571094,918.0766919992569,74.40871011263857,0.3860872549512123,-0.5102435124257875
37,fabrication_scrap_recycled -> remelting,0.05520115912377567,0.0,0.14187456190490508,0.8581254110796764,2.7015418468709713e-08,0.0,0,,,,,structure-determined,881.3989342023793,58.38395462525273,918.606914368421,75.2844672017521,0.398582231899402,-0.4942318322626816
38,fabrication_scrap_recycled -> refining,8.639052274620031,0.0,0.9932660484135277,0.006057876286954849,0.0006760752995174315,0.0,0,,,,,prior-informed,0.6484937706560763,0.32131755894176306,0.4619538074389556,0.3459404447529561,0.1372872051910612,0.5392256558793902
39,wrought_aluminum_ingot -> 1xxx,0.020269203948662447,0.0,0.14545276606050533,0.8542421517746217,0.00030508216487288073,0.0,0,,,,,structure-determined,1396.2889612645665,255.21018212554148,1508.989670337309,555.7608007330019,0.7891273908150843,-0.202786358671032
40,wrought_aluminum_ingot -> 2xxx,2.2722071784273057,0.0,0.13317236511322733,0.8668108486899703,1.6786196802433604e-05,0.0,0,,,,,structure-determined,153.82631912855922,35.434663199737244,155.71878993688455,40.46565115472585,0.2331974438390475,-0.046767338577827694
41,wrought_aluminum_ingot -> 3xxx,0.01829354806947559,0.0,0.12184913283686913,0.8779071252951552,0.00024374186797559294,0.0,0,,,,,structure-determined,1620.196594025758,317.70796698223455,1842.6335153526027,662.6121161940779,0.7701007972480978,-0.3356970328349584
42,wrought_aluminum_ingot -> 4xxx,5.4058250415912195,0.0,0.18099955231691559,0.8189932886297591,7.159053325299357e-06,0.0,0,,,,,structure-determined,93.15639250847005,23.81330431610748,83.62759336576694,26.436440413143274,0.18860305668745425,0.3604418368656667
43,wrought_aluminum_ingot -> 5xxx,0.045232042770599196,0.0,0.028449838852189723,0.9714887050111494,6.145613666083039e-05,0.0,0,,,,,structure-determined,2064.068146778956,357.7380188818819,2383.6480259876157,920.9439327571614,0.8491088345242916,-0.3470133933690055
