name,source,n_flows,value,sigma,justification,reconciled_median,reconciled_ci_lo,reconciled_ci_hi,deviation,z_vs_sigma
AA Primary Aluminum Production,Aluminum Association,2,908.0,45.400000000000006,"Aluminum Association ASR Table 20, primary production, 2022",969.5948734018807,891.6828481178559,1046.2102654310643,61.594873401880704,1.3567152731691783
AA Imports of Ingot,Aluminum Association,2,3649.0,182.45000000000002,"Aluminum Association ASR Table 20, imports of ingot, 2022",4393.175017934376,4196.709043045467,4584.352541335797,744.1750179343762,4.078788807532892
AA Imports of Mill Products,Aluminum Association,10,2043.0,102.15,"Aluminum Association ASR Table 20, imports of mill products, 2022",1675.656208572575,1596.1289465954578,1757.7037609323359,-367.343791427425,-3.59612130619114
AA Exports of Ingot,Aluminum Association,2,265.0,13.25,"Aluminum Association ASR Table 20, exports of ingot, 2022; covers both cast and wrought unwrought metal, hence both routes",271.5906440138514,249.35249528769958,295.8371381058088,6.590644013851374,0.4974070953850094
AA Exports of Mill Products,Aluminum Association,4,803.0,40.150000000000006,"Aluminum Association ASR Table 20, exports of mill products, 2022",735.1295014935586,661.1508638689394,807.9567200637874,-67.87049850644144,-1.6904233750047677
