node,throughput_mean,residual_mean,residual_q2.5,residual_q97.5,residual_pct_mean,residual_pct_q2.5,residual_pct_q97.5,imbalance_pct_mean,imbalance_pct_median,n_inflows,n_outflows
3,3923.627049785274,18.341114058686088,-43.91717682291015,80.85159268887557,0.4682893364070784,-1.099741757741386,2.0571737663855463,0.7525865968204195,0.6516826508964462,2,3
5,3699.9834522282936,12.144866932525513,-46.73499986221017,71.52497356066293,0.32938013952231393,-1.2631212209941745,1.9236199568860017,0.7068329384215144,0.608398858781872,1,4
6,1955.3575991740288,2.9155590659205144,-26.45525876607812,32.31178843820961,0.15133313646022803,-1.3362190725028018,1.6529433072679296,0.6292813689658128,0.5356357842330453,2,3
8,8772.725965865257,-81.62840371984096,-208.20735076856286,49.34475736485211,-0.9289863312612985,-2.3787436669964888,0.5657057951722246,1.0091225743062437,0.9398517985073026,8,2
9,2539.626019358918,-27.19681375425728,-68.35169595850788,12.7711217217977,-1.0695160138587476,-2.6751493755689744,0.5035215214085771,1.1383458096182737,1.0753199380256744,8,2
18,5439.741076203389,-11.675124912388675,-90.19881324207958,63.253106036810124,-0.2166575320032792,-1.6722020331516305,1.1649062778254131,0.5937789181545129,0.49187254723497065,9,3
19,1940.1007216133294,-3.0965734839342725,-30.269665251299532,23.916238011429908,-0.15745790960385847,-1.566047652873737,1.2340877371869587,0.5858881209242023,0.49424432519033856,1,2
20,2361.9728775356516,0.042988810273088235,-31.600404386667243,31.745505980475162,0.005877178215272427,-1.3555394804650929,1.3722976248590555,0.556466249725518,0.46269623199041154,4,2
21,2303.584800453377,-7.830044668228882,-38.54316726217265,23.61174992913282,-0.34543826147279966,-1.717128617030283,1.0197980708968624,0.6193411846573765,0.5188514957629922,1,2
22,924.6190766489208,3.225469838814455,-11.641870522973695,18.40810454160758,0.35138974813248536,-1.2530054767095875,1.9882105833054993,0.7092272187302364,0.6075863536910564,3,2
23,888.2083670607419,-5.0893146579883055,-18.730700483417152,8.997964450642767,-0.5721174290710249,-2.112442134887315,1.0060261415423675,0.7978123416697664,0.6829617894996742,1,2
24,8723.883707242561,-41.6272977148727,-165.72818484361218,88.49242608227975,-0.47458060570026345,-1.88264050813518,1.0452245539806917,0.7128186363569688,0.6336356183278806,1,9
25,2461.449505321361,-5.009642258541656,-44.60272074526984,33.088960144345734,-0.20334652800328085,-1.8390232713919918,1.3409932966040463,0.6582699099039789,0.5618779729871146,1,9
26,131.47689200257176,0.046423837827201594,-2.0194633144772816,2.1304092806611705,0.03511443541382984,-1.5553590399803479,1.5827805831097397,0.6382212562144786,0.5452657554995195,1,1
27,1197.1710846248234,-5.27136292253452,-24.0542953555972,13.888837466531731,-0.43836409040452046,-2.0163268889193278,1.158502564601545,0.7506307688351573,0.6532334895094701,1,1
28,5.944185672619906,-0.008786155655071319,-0.09988844432578578,0.08604295169891044,-0.14924063610256694,-1.6589611066346974,1.4444772116211195,0.6443270770014267,0.5421205659000885,1,2
29,547.8281073543633,0.6127791277033584,-8.001600709183261,9.728705901186686,0.1123448225808014,-1.4470617032326523,1.7754291416438517,0.6512254878653175,0.5362297229804953,1,2
30,7.977986256895767,0.02492926514394754,-0.09684226049476674,0.14267139658305492,0.312793260613688,-1.2358203548811322,1.8065541563797072,0.6653952862200322,0.56761074427095,1,2
