node,flow_idx,n_out,target_share,source_share_sd,share_sigma,node_total_ref,tau_flow_units,share_dev_mean,share_dev_sd,share_dev_abs_mean,z_vs_tolerance
3,2,3,0.00716833702289624,0.0005501146091863423,0.02,3984.2463464106995,79.684926928214,-0.005317586652083062,0.0002644854386194558,0.005317586652083062,-0.2658793326041531
3,3,3,0.049862454186204,0.011465192595054085,0.03439557778516225,3984.2463464106995,137.04045512321773,-8.115339666182166e-05,0.009240506687721143,0.007366281406316717,-0.0023594136772091107
3,4,3,0.9429692087908997,0.011495558918200798,0.034486676754602395,3984.2463464106995,137.4034158593714,0.005398740048744889,0.009264690409416776,0.008643760178258101,0.15654567377311598
5,6,4,0.5361595903246611,0.02816810263254595,0.08450430789763785,3784.941337571323,319.8438481646243,0.030426073077719558,0.022073448625734026,0.032118720888187936,0.36005351484063286
5,7,4,0.10767361335032928,0.008549699041773662,0.025649097125320985,3784.941337571323,97.08032798100919,-0.04739614671026034,0.005444927038566655,0.04739614671026034,-1.847868035224932
5,8,4,0.18055738387501136,0.01854654414803578,0.05563963244410734,3784.941337571323,210.5927448449764,0.01954417335366936,0.014825249184323933,0.020918912468395265,0.3512635237715204
5,9,4,0.1756094124499982,0.013572642845201155,0.040717928535603465,3784.941337571323,154.1149708946805,-0.0025740997211286037,0.011399647087889835,0.00933253273237815,-0.0632178456445256
6,10,3,0.46778889314325955,0.06327385151113493,0.1898215545334048,1970.4841761541038,374.04036950104745,0.04582615199664941,0.027333637733177676,0.046841745419776204,0.24141700930272872
6,11,3,0.38122385291310307,0.051698958154239395,0.1550968744627182,1970.4841761541038,305.61593689974575,-0.03527076064710706,0.03862579197656697,0.04267044447643827,-0.22741116330868008
6,12,3,0.1509872539436374,0.039537810454176495,0.11861343136252948,1970.4841761541038,233.72588957920524,-0.01055539134954237,0.0347086143604182,0.029059167638056393,-0.08898984902713863
7,13,2,0.6931672175033361,0.013996507466370298,0.0419895223991109,4577.479811453605,192.2061910745091,-0.01073583540540316,0.010118014227241323,0.012226490936871892,-0.25567891207141913
7,14,2,0.30683278249666385,0.013996507466370298,0.0419895223991109,4577.479811453605,192.2061910745091,0.010735835405403198,0.010118014227241323,0.012226490936871918,0.2556789120714201
8,15,2,0.016121393038384304,0.008025771017085966,0.024077313051257897,8184.864834600247,197.06955290490234,-0.005248669076988244,0.007367927910656118,0.007718038428431896,-0.21799230943313386
8,16,2,0.9838786069616158,0.008025771017085966,0.024077313051257897,8184.864834600247,197.06955290490234,0.0052486690769881625,0.007367927910656116,0.007718038428431843,0.21799230943313047
9,17,2,0.03287371383037022,0.01532020046595039,0.04596060139785117,2681.7558749492605,123.25511281488858,0.007539904489256455,0.015294023262946465,0.013637466630180072,0.1640514758279245
9,18,2,0.9671262861696298,0.01532020046595039,0.04596060139785117,2681.7558749492605,123.25511281488858,-0.007539904489256488,0.015294023262946467,0.0136374666301801,-0.16405147582792523
10,19,2,0.7048061740245867,0.10126825273558145,0.30380475820674435,468.8752271732135,142.44652502049044,-0.045075236078339805,0.08827006516864859,0.07930024013179186,-0.1483690918615084
10,20,2,0.29519382597541327,0.10126825273558145,0.30380475820674435,468.8752271732135,142.44652502049044,0.04507523607833987,0.08827006516864859,0.07930024013179188,0.14836909186150862
12,21,2,0.9935650586125245,0.006208984891317458,0.02,101.29706820455503,2.025941364091101,0.0024192135059116463,0.0033878396142425385,0.003426446085432506,0.12096067529558231
12,22,2,0.006434941387475459,0.006208984891317458,0.02,101.29706820455503,2.025941364091101,-0.0024192135059116367,0.0033878396142425363,0.0034264460854325,-0.12096067529558184
16,23,2,0.5014784576000925,0.16001384462035226,0.48004153386105675,44.82754010865722,21.519081112977855,-0.09819010806126949,0.14496125445268623,0.14227263922768305,-0.20454502607620123
16,24,2,0.4985215423999075,0.16001384462035226,0.48004153386105675,44.82754010865722,21.519081112977855,0.09819010806126957,0.14496125445268623,0.1422726392276831,0.2045450260762014
18,26,3,0.2933167207606753,0.02732448672705284,0.08197346018115852,5011.804645433304,410.83496853817223,0.041233732005420035,0.024852255860811235,0.042316405238328844,0.5030131937128787
18,27,3,0.32769192345699244,0.05808024133360509,0.17424072400081528,5011.804645433304,873.2604699709483,-0.01024264688500662,0.05249015783894931,0.0427954014169764,-0.05878446008384753
18,28,3,0.37899135578233234,0.03801075307876972,0.11403225923630916,5011.804645433304,571.507406569789,-0.030991085120413465,0.03326872763523235,0.03718327197286631,-0.2717747182066314
19,29,2,0.6885046138796663,0.0755679232688576,0.2267037698065728,1743.3451633023476,395.2229205946975,-0.03912848444844107,0.0724200174401553,0.0657756599281689,-0.17259741415780647
19,30,2,0.3114953861203337,0.07556792326885758,0.22670376980657275,1743.3451633023476,395.22292059469737,0.03912848444844107,0.0724200174401553,0.0657756599281689,0.1725974141578065
20,31,2,0.027692702904310522,0.015407818593208972,0.046223455779626915,1874.0685508650085,86.62592478889822,-0.001373175333779094,0.01772025192676257,0.014462540326486863,-0.02970732738646347
20,32,2,0.9723072970956895,0.015407818593208972,0.046223455779626915,1874.0685508650085,86.62592478889822,0.0013731753337790354,0.017720251926762562,0.014462540326486854,0.029707327386462205
21,33,2,0.9998191336830294,0.00012223119672259456,0.02,1807.0803889704978,36.14160777940996,-4.538220579882257e-05,0.0001657860525899636,0.00013589729215732115,-0.0022691102899411284
21,34,2,0.0001808663169705188,0.00012223119672259534,0.02,1807.0803889704978,36.14160777940996,4.538220579887585e-05,0.00016578605258995994,0.0001358972921573262,0.0022691102899437925
22,35,2,0.044097157067939936,0.02081468514978585,0.06244405544935755,960.7638940894751,59.993993876263865,-0.005711985663730983,0.01948928870013189,0.016766286426853932,-0.09147364985548437
22,36,2,0.9559028429320601,0.02081468514978585,0.06244405544935755,960.7638940894751,59.993993876263865,0.0057119856637309774,0.01948928870013189,0.01676628642685393,0.09147364985548428
23,37,2,0.9994949551243176,0.00031170676511717093,0.02,924.7727477553618,18.49545495510724,-0.00019835316172402156,0.00034153173377447906,0.0003139655665035206,-0.009917658086201079
23,38,2,0.0005050448756824789,0.0003117067651171707,0.02,924.7727477553618,18.49545495510724,0.00019835316172391344,0.0003415317337744796,0.0003139655665034776,0.009917658086195671
24,39,9,0.15297061975109505,0.046184253582349705,0.13855276074704911,8097.5508203376985,1121.9380214473204,0.017661550283375127,0.05242549040789973,0.04414864797608156,0.12747165908602281
