constraint_id,var_idx,coeff,rhs
1,2,1.0,6863.72
1,7,1.0,6863.72
1,34,1.0,6863.72
1,78,1.0,6863.72
1,87,1.0,6863.72
1,151,1.0,6863.72
1,155,1.0,6863.72
1,159,1.0,6863.72
1,164,1.0,6863.72
1,217,1.0,6863.72
1,219,1.0,6863.72
1,221,1.0,6863.72
1,223,1.0,6863.72
1,225,1.0,6863.72
1,227,1.0,6863.72
1,229,1.0,6863.72
1,231,1.0,6863.72
