constraint_id,var_idx,coeff,rhs
1,233,1.0,0.0
1,234,1.0,0.0
1,235,1.0,0.0
1,236,1.0,0.0
1,237,1.0,0.0
1,238,1.0,0.0
1,239,1.0,0.0
1,240,1.0,0.0
1,34,-1.0,0.0
1,35,-1.0,0.0
1,36,-1.0,0.0
